25,Frostburg State University,http://wwc.instacam.com/instacamimg/FRSTB/FRSTB_l.jpg,39.6421,-78.9125,1280,720
26,Crestwood Middle School,http://wwc.instacam.com/instacamimg/FRDCM/FRDCM_l.jpg,39.3934893,-77.4229503,1280,720
27,Tuscarora ES,http://wwc.instacam.com/instacamimg/FRDRD/FRDRD_l.jpg,39.3647,-77.4635,1280,720
28,Glenelg Country School,http://wwc.instacam.com/instacamimg/GLNLG/GLNLG_l.jpg,39.2597,-77.0126,640,480
29,The Greens,http://wwc.instacam.com/instacamimg/IJAMS/IJAMS_s.jpg,39.3078834358581,-110.83256040485,640,360
30,Middletown Valley,http://wwc.instacam.com/instacamimg/MIDTN/MIDTN_l.jpg,39.4309346,-77.5452658,1280,720
31,Summit Ridge,http://wwc.instacam.com/instacamimg/MTAIR/MTAIR_l.jpg,39.4072,-77.214,1280,720
32,Cecil Community College,http://wwc.instacam.com/instacamimg/NRTHU/NRTHU_l.jpg,39.5351,-75.894,1280,720
33,Montcalm Area ISD (WILX TV 10 WeatherNet),http://wwc.instacam.com/instacamimg/STNTN/STNTN_l.jpg,43.2893,-85.0595,1280,720
34,Wydown MS,http://wwc.instacam.com/instacamimg/CLYTN/CLYTN_l.jpg,38.6459,-90.3263,640,480
35,Cardinal Gibbons HS,http://wwc.instacam.com/instacamimg/RALGH/RALGH_l.jpg,35.8028563343022,-78.7287306595131,1280,720
36,University of N Carolina at Charlotte,http://wwc.instacam.com/instacamimg/CHRLG/CHRLG_l.jpg,35.3076851551042,-80.7343507976206,1280,720
37,Harrison Weather Center,http://wwc.instacam.com/instacamimg/HRSSN/HRSSN_l.jpg,38.8978201078982,-94.7562450439,640,480
38,Vineland HS North,http://wwc.instacam.com/instacamimg/VINBE/VINBE_l.jpg,39.4655,-74.9652,1280,720
39,Amargosa ES,http://wwc.instacam.com/instacamimg/AMRGS/AMRGS_l.jpg,0,0,640,480
40,Virgin Valley HS,http://wwc.instacam.com/instacamimg/MSQUT/MSQUT_l.jpg,36.4374,-114.7288,1280,720
41,Pahrump Valley HS,http://wwc.instacam.com/instacamimg/PHRMP/PHRMP_l.jpg,36.2424,-116.1606,1280,720
42,Red Rock Visitor Center,http://wwc.instacam.com/instacamimg/LSVRR/LSVRR_l.jpg,36.168,-115.3691,1280,720
43,Monroe Woodbury Computer Center,http://wwc.instacam.com/instacamimg/HRRMN/HRRMN_l.jpg,41.3005,-74.1249,1280,1024
44,Central Islip SHS,http://wwc.instacam.com/instacamimg/CNTRM/CNTRM_l.jpg,40.7819,-73.1961,1280,720
45,Hampton Bays ES,http://wwc.instacam.com/instacamimg/HAMPT/HAMPT_l.jpg,40.9223,-72.637,640,480
46,Sandy Creek School,http://wwc.instacam.com/instacamimg/SNDYC/SNDYC_l.jpg,43.6216,-76.1102,1280,720
47,Andover Central School,http://wwc.instacam.com/instacamimg/ANDCS/ANDCS_l.jpg,42.1458,-77.8119,640,480
48,Akron-Summit County Public Library,http://wwc.instacam.com/instacamimg/AKRNL/AKRNL_l.jpg,41.083771,-81.516924,1280,720
49,WeatherBug Cam: Pike County Vocational School,http://wwc.instacam.com/instacamimg/PIKTN/PIKTN_l.jpg,39.0657431,-83.0003882,1280,720
50,Frenchglen ES,http://wwc.instacam.com/instacamimg/FRNCH/FRNCH_l.jpg,43.562,-119.0786,640,480
51,Mount Pleasant Jr Sr HS,http://wwc.instacam.com/instacamimg/MNTPL/MNTPL_l.jpg,40.2022,-79.6099,1280,720
52,Punxsutawney Weather Discovery Center,http://wwc.instacam.com/instacamimg/PNXST/PNXST_l.jpg,40.9445,-78.9798,640,480
53,Bradford Area SD,http://wwc.instacam.com/instacamimg/BRDFD/BRDFD_l.jpg,41.8623,-78.6373,640,480
54,West Perry SD,http://wwc.instacam.com/instacamimg/LYSVL/LYSVL_l.jpg,40.4068,-77.2925,1280,800
55,Waynesboro HS,http://wwc.instacam.com/instacamimg/WYNSB/WYNSB_l.jpg,39.7936,-77.5922,1280,720
56,Mifflinburg ASD,http://wwc.instacam.com/instacamimg/MFFLN/MFFLN_l.jpg,40.9478,-77.011,640,480
57,College Misericordia,http://wwc.instacam.com/instacamimg/DALLS/DALLS_l.jpg,41.2711,-75.9996,1280,720
58,Wyomissing Hills Elem Center,http://wwc.instacam.com/instacamimg/WYMSS/WYMSS_l.jpg,40.338,-75.978,640,480
59,Deadwood Elks Lodge 508,http://wwc.instacam.com/instacamimg/DEDWD/DEDWD_l.jpg,44.3648,-103.7357,1280,720
60,Pine Ridge Hospital,http://wwc.instacam.com/instacamimg/PNRDG/PNRDG_l.jpg,43.0243,-102.5352,1280,720
61,Spearfish HS,http://wwc.instacam.com/instacamimg/SPRFH/SPRFH_l.jpg,44.5004376976028,-103.861985457147,640,480
62,Wall HS,http://wwc.instacam.com/instacamimg/GWTLL/GWTLL_l.jpg,44.0138,-102.2384,640,480
63,Adventure Science Center,http://wwc.instacam.com/instacamimg/NSHV1/NSHV1_l.jpg,36.1468274447837,-86.7753335349529,1280,720
64,WTVC-TV,http://wwc.instacam.com/instacamimg/WTVCT/WTVCT_l.jpg,35.0673,-85.25,640,480
65,The Lamplighter School,http://wwc.instacam.com/instacamimg/LAMPL/LAMPL_l.jpg,32.7673,-96.7776,640,480
66,Our Lady of Perpetual Help,http://wwc.instacam.com/instacamimg/DLSLP/DLSLP_l.jpg,32.6927,-96.623,640,480
67,Jesuit College Prep School,http://wwc.instacam.com/instacamimg/DLSL1/DLSL1_l.jpg,32.7673,-96.7776,1280,720
68,Camp Sweeney,http://wwc.instacam.com/instacamimg/WHTSB/WHTSB_l.jpg,33.7020837,-96.9954671,1280,720
69,"'Moody Gardens, Inc.'",http://wwc.instacam.com/instacamimg/GLVST/GLVST_l.jpg,37.4274582925302,-113.00382503018,1280,720
70,KAVU-TV,http://wwc.instacam.com/instacamimg/KAVUT/KAVUT_l.jpg,28.7774,-97.0266,640,480
71,Lagoon,http://wwc.instacam.com/instacamimg/FRLAG/FRLAG_l.jpg,40.9691,-111.9073,640,480
72,Zion Canyon Theatre,http://wwc.instacam.com/instacamimg/ZPRNG/ZPRNG_l.jpg,0,0,1280,720
73,Bull Run ES,http://wwc.instacam.com/instacamimg/BULRN/BULRN_l.jpg,38.8195,-77.4557,1280,720
74,Waples Mill ES,http://wwc.instacam.com/instacamimg/OAKTN/OAKTN_l.jpg,38.8928,-77.3299,1280,720
75,Shenandoah National Park,http://wwc.instacam.com/instacamimg/LRAY1/LRAY1_l.jpg,38.646,-78.4812,1280,720
76,WDBJ,http://wwc.instacam.com/instacamimg/RNKCS/RNKCS_l.jpg,37.2979,-79.9877,1280,720
77,Auburn Middle School,http://wwc.instacam.com/instacamimg/RNRMS/RNRMS_l.jpg,37.0579,-80.4363,1280,720
78,WCYB-TV5,http://wwc.instacam.com/instacamimg/WCYBT/WCYBT_l.jpg,36.6138,-82.1762,640,480
79,Institute For Advanced Learning and Research,http://wwc.instacam.com/instacamimg/DNVAL/DNVAL_l.jpg,36.6035,-79.3762,640,480
80,Anacortes MS,http://wwc.instacam.com/instacamimg/ANCTS/ANCTS_l.jpg,48.4992,-122.6071,1280,720
81,Wishkah Valley School,http://wwc.instacam.com/instacamimg/ABEDN/ABEDN_l.jpg,47.117572487344,-123.771196192551,640,480
82,GOES Western US SECTOR Visible Image,http://www.goes.noaa.gov/GIFS/WCVS.JPG,52.74959372,-155.5664063,640,480
83,Cable Airport Live Cams,http://www.cableairport.com/cam1/cam1.jpg,34.1179521,-117.6607026,704,480
84,"'Cable Airport 2, CA'",http://www.cableairport.com/cam2/cam2.jpg,34.11,-117.67,704,480
85,"'Viseu, Portugal'",http://abss.no-ip.info/viseu.jpg,40.6565861,-7.91247120000003,352,288
86,Granite Island Light Station Cam 9 (ptz),http://www.graniteisland.com/webcams/cam1_axiscam9.jpg,46.719,-87.407,352,240
87,Eternal Sunset,http://summerhome.com/baycam/image.jpg,41.868663,-70.008607,704,480
88,Alaska DMV cam,https://online.dmv.alaska.gov/DMVWebCams/Bensons/benson.jpg,61.1931992608984,-149.907439588068,640,480
89,"Forsyth County-Greensboro-Winston Salem-High Point, NC",http://forsyth.cc/EAP/Images/hazecam/NC_1.JPG,53.5534079127236,9.99741664531252,480,360
90,Italian Mountains 2,http://jpeg.popso.it/webcam/webcam_online/stelviolive_05.jpg,0,0,1280,720
91,,http://wc2.dartmouth.edu/jpg/image.jpg,43.7055592,-72.2888455,640,480
92,,http://148.61.151.202/jpg/image.jpg,-27.0833103161573,27.4380982961839,640,480
93,,http://148.61.49.119/jpg/image.jpg,37.4129332,-4.49610080000002,640,480
94,,http://131.188.69.22/jpg/image.jpg?videos=one,56.3863622764627,-94.3173778259,800,500
95,,http://195.113.207.238/jpg/image.jpg,49.6063946548523,15.5788979362458,640,480
96,,http://85.199.1.130/jpg/image.jpg,41.7019520096804,44.8180950982971,704,576
97,,http://148.61.49.118/jpg/image.jpg,42.778702,-86.074992,640,480
98,,http://webcam-2.hartford.edu/jpg/image.jpg,41.7970568,-72.7200366,640,480
99,,http://148.61.97.229/jpg/image.jpg,0,0,1920,1080
100,,http://c-cam.uchicago.edu/jpg/image.jpg,41.790156295,-87.6025808982,640,480
101,,http://gallerycam.ucsd.edu/jpg/image.jpg,32.8826707,-117.2351222,704,480
102,,http://webcam01.ecn.purdue.edu/jpg/image.jpg,32.8779104,-117.2068,640,480
103,,http://webcam5.bowdoin.edu:4200/jpg/image.jpg,43.9067324,-69.9637933,1920,1080
104,,http://flightcam1.pr.erau.edu/jpg/image.jpg,34.6167306,-112.4497282,1920,1080
105,,http://216.8.159.21/jpg/image.jpg,0,0,704,480
106,,https://images.webcams.travel/original/1220423291.jpg ,58.3800548,26.7225267,400,224
107,,http://150.214.222.100/jpg/image.jpg?imagepath=/mpeg4/video.sdp,40.5049098700011,-4.30458935838999,1280,960
108,,http://webcam-2.hartford.edu/jpg/image.jpg?imagePath=/mjpg/video.mjpg&amp,0,0,-72,328
109,,http://webcam.gordon.edu/jpg/image.jpg,0,0,480,270
110,,http://lioncam1.lmu.edu/jpg/image.jpg,39.9724829814414,-105.357062933984,1920,1080
111,http://hncam1.hn.psu.edu/axis-cgi/jpg/image.cgi?resolution=320x240,http://hncam1.hn.psu.edu/axis-cgi/jpg/image.cgi?resolution=640x480,-34.6625849972,-58.364881741,640,480
112,,http://www.bartboos.com/image.jpg,0,0,768,432
113,,http://rachleff.org/axis-cgi/jpg/image.cgi?camera=1&amp,0,0,-121,328
114,,http://weathercam.southlewis.org/SnapshotJPEG??Mode=Motion&amp,0,0,-75,328
115,I-5 @ Marine Drive,http://www.tripcheck.com/RoadCams/cams/i5marine_pid567.jpg,45.603984,-122.682727,328,295
116,I-5 Interstate Bridge N,http://www.tripcheck.com/RoadCams/cams/i5brnbn_pid552.jpg,45.619097,-122.674381,328,314
117,I-5 Interstate Bridge S,http://www.tripcheck.com/RoadCams/cams/i5brnbs_pid553.jpg,45.615356,-122.677054,328,314
118,I-5 / SR 18 Interchange,http://images.wsdot.wa.gov/nw/005vc14205.jpg,47.290241,-122.306664,335,249
119,S 375th St,http://images.wsdot.wa.gov/nw/005vc14016.jpg,47.265298,-122.322482,335,249
120,S 178th St,http://images.wsdot.wa.gov/nw/005vc15315.jpg,47.443717,-122.268278,335,249
121,S 200th St,http://images.wsdot.wa.gov/nw/005vc15128.jpg,47.421378,-122.286428,335,249
122,I-5/SR 516 Interchange,http://images.wsdot.wa.gov/nw/005vc14918.jpg,47.390464,-122.290573,335,249
123,S Spokane St,http://images.wsdot.wa.gov/nw/005vc16297.jpg,47.571803,-122.32332,335,249
124,,http://images.wsdot.wa.gov/rweather/Medium_bullfrog.jpg,0,0,320,239
125,I-90 Rocky Canyon,http://images.wsdot.wa.gov/rweather/rocky_medium.jpg,47.089,-120.743,320,261
126,I-90 Bullfrog,http://images.wsdot.wa.gov/rweather/Medium_bullfrog2.jpg,47.184,-121.015,320,239
127,I-90 Tyler Road,http://images.wsdot.wa.gov/rweather/TylerRoad.jpg,47.436,-117.79,320,253
128,I-90 SR902,http://images.wsdot.wa.gov/spokane/i90/cctv023.jpg,47.593,-117.566,352,280
129,,http://images.wsdot.wa.gov/rweather/Ritzville.jpg,0,0,320,239
130,,http://images.wsdot.wa.gov/spokane/i90/cctv020.jpg,47.633,-117.481,352,280
131,3rd / Maple,http://images.wsdot.wa.gov/spokane/i90/cctv030.jpg,47.6534388148527,-117.435704708004,352,280
132,,http://images.wsdot.wa.gov/spokane/i90/cctv024.jpg,0,0,352,280
133,I-90 / Jefferson,http://images.wsdot.wa.gov/spokane/i90/cctv017.jpg,47.652497,-117.429586,352,280
134,I-90 at Hwy 195,http://images.wsdot.wa.gov/Spokane/i90/cctv018.jpg,47.649,-117.449,352,280
135,I-90 Sunset Hill,http://images.wsdot.wa.gov/spokane/i90/CCTV001.jpg,47.634,-117.48,352,280
136,I-90 Geiger Rd,http://images.wsdot.wa.gov/spokane/i90/cctv021.jpg,47.614,-117.515,352,280
137,I-90 Freya,http://images.wsdot.wa.gov/spokane/i90/CCTV006.jpg,47.655,-117.358,352,280
138,I-90 Thomas Mallen Rd,http://images.wsdot.wa.gov/spokane/i90/cctv022.jpg,47.604,-117.54,352,280
139,I-90 Broadway,http://images.wsdot.wa.gov/spokane/i90/CCTV009.jpg,47.664,-117.313,352,280
140,I-90 Park,http://images.wsdot.wa.gov/spokane/i90/CCTV010.jpg,47.668,-117.304,352,280
141,I-90 Fancher,http://images.wsdot.wa.gov/spokane/i90/CCTV007.jpg,47.654,-117.328,352,280
142,I-90 Argonne,http://images.wsdot.wa.gov/spokane/i90/CCTV011.jpg,47.674,-117.282,352,280
143,I-90 Sprague,http://images.wsdot.wa.gov/spokane/i90/CCTV008.jpg,47.657,-117.321,352,280
144,I-90 Havana,http://images.wsdot.wa.gov/spokane/i90/CCTV005.jpg,47.654,-117.347,352,280
145,I-90 Hamilton,http://images.wsdot.wa.gov/spokane/i90/CCTV004.jpg,47.654,-117.39,352,280
146,I-90 Arthur Street,http://images.wsdot.wa.gov/spokane/i90/CCTV003.jpg,47.653,-117.396,352,280
147,I-90 / Division,http://images.wsdot.wa.gov/spokane/i90/cctv002.jpg,47.65258,-117.411221,352,280
148,3rd / Washington,http://images.wsdot.wa.gov/spokane/i90/cctv029.jpg,47.653496,-117.417976,352,280
149,I-90 Liberty Lake,http://images.wsdot.wa.gov/rweather/LibertyLake.jpg,47.673,-117.109,320,239
150,2nd / Browne,http://images.wsdot.wa.gov/spokane/i90/cctv027.jpg,47.655347,-117.32347,352,280
151,I-90 Sullivan,http://images.wsdot.wa.gov/Spokane/i90/cctv016.jpg,47.67,-117.196,352,280
152,I-90 Evergreen,http://images.wsdot.wa.gov/Spokane/i90/cctv015.jpg,47.673,-117.214,352,280
153,I-90 Pines,http://images.wsdot.wa.gov/Spokane/i90/cctv014.jpg,47.675,-117.235,352,280
154,I-90 University,http://images.wsdot.wa.gov/Spokane/i90/cctv013.jpg,47.675,-117.261,352,280
155,I-82 Outlook,http://images.wsdot.wa.gov/rweather/Medium_Outlook.jpg,46.33,-120.094,320,253
156,I182 & I82,http://images.wsdot.wa.gov/rweather/medium_I182@I82.jpg,46.244,-119.361,320,261
157,I-205 @ Government Island,http://www.tripcheck.com/roadcams/cams/i205govt_pid537.jpg,45.59582,-122.549794,328,314
158,I-82 Zillah,http://images.wsdot.wa.gov/rweather/Medium_Zillah.jpg,46.395,-120.25,320,253
159,I-82 Union Gap,http://images.wsdot.wa.gov/rweather/Medium_uniongap.jpg,46.539,-120.471,320,253
160,I-82 Manastash Ridge Summit,http://images.wsdot.wa.gov/rweather/UMRidge_medium.jpg,46.881,-120.425,320,261
161,2nd / Monroe,http://images.wsdot.wa.gov/spokane/i90/cctv028.jpg,47.696402,-117.045052,352,280
162,I-82 Prosser,http://images.wsdot.wa.gov/rweather/Medium_Prosser.jpg,46.215,-119.746,320,253
163,"Fairchild E, W",http://images.wsdot.wa.gov/Spokane/SR2/SR2W.jpg,47.643,-117.645,352,280
164,,http://images.wsdot.wa.gov/Spokane/SR2/SR2E.jpg,0,0,352,280
165,Hwy2 Winton Road,http://images.wsdot.wa.gov/rweather/winton.jpg,47.736,-120.739,320,239
166,YakimaCountyLine US 97 @ MP 34,http://images.wsdot.wa.gov/rweather/Medium_Us97@YakimaCountyLine.jpg,46.039673,-120.577138,320,250
167,Delaney on US 12 @ MP 381.3,http://images.wsdot.wa.gov/rweather/Medium_Delaney@us12.jpg,46.494089,-117.967967,320,261
168,Queets on SR 101 @ MP 151.7,http://images.wsdot.wa.gov/rweather/Medium_Queets.jpg,47.534343,-124.335867,352,261
169,State Camp Hill on US-101 @ MP 100.5,http://images.wsdot.wa.gov/rweather/statecamp_medium.jpg,47.139285,-123.896264,320,250
170,,http://images.wsdot.wa.gov/rweather/Medium_Uniontown.jpg,0,0,320,239
171,,http://images.wsdot.wa.gov/rweather/Medium_MtWalker1.jpg,0,0,320,250
172,,http://images.wsdot.wa.gov/rweather/diamond_medium.jpg,0,0,320,261
173,Heckelsville Shed on US 101 @ MP 214,http://images.wsdot.wa.gov/rweather/HeckShed_medium.jpg,48.069478,-124.037755,320,261
174,Uniontown6,http://images.wsdot.wa.gov/rweather/Medium_Uniontown6.jpg,46.547,-117.095,320,239
175,Uniontown3,http://images.wsdot.wa.gov/rweather/Medium_Uniontown5.jpg,46.548,-117.095,320,239
176,,http://images.wsdot.wa.gov/rweather/Medium_Uniontown4.jpg,0,0,320,239
177,,http://images.wsdot.wa.gov/rweather/Medium_Uniontown3.jpg,0,0,320,239
178,Uniontown,http://images.wsdot.wa.gov/rweather/Medium_Uniontown2.jpg,46.547,-117.095,320,239
179,,http://images.wsdot.wa.gov/rweather/Medium_Uniontown1.jpg,0,0,320,239
180,,http://images.wsdot.wa.gov/rweather/Medium_Spangle3.jpg,0,0,320,261
181,Spangle,http://images.wsdot.wa.gov/rweather/Medium_Spangle2.jpg,47.428,-117.389,320,261
182,,http://images.wsdot.wa.gov/rweather/Medium_Spangle1.jpg,0,0,320,261
183,,http://images.wsdot.wa.gov/rweather/Medium_Spangle.jpg,0,0,320,261
184,Colfax US195,http://images.wsdot.wa.gov/spokane/sr195/colfax.jpg,46.885,-117.364,640,520
185,,http://images.wsdot.wa.gov/rweather/Medium_Uniontown7.jpg,0,0,320,239
186,Colville Birch Road,http://images.wsdot.wa.gov/spokane/US395/colville_Birch.jpg,48.542,-117.905,352,280
187,Spangle7,http://images.wsdot.wa.gov/rweather/Medium_Spangle7.jpg,47.433256,-117.387104,320,261
188,Spangle6,http://images.wsdot.wa.gov/rweather/Medium_Spangle6.jpg,47.428,-117.389,320,261
189,Spangle3,http://images.wsdot.wa.gov/rweather/Medium_Spangle5.jpg,47.429,-117.389,320,261
190,,http://images.wsdot.wa.gov/rweather/Medium_Spangle4.jpg,0,0,320,261
191,Colville Canning Road,http://images.wsdot.wa.gov/spokane/US395/colville_Canning.jpg,48.555,-117.92,352,280
192,,http://images.wsdot.wa.gov/rweather/NineMile-5.jpg,0,0,320,253
193,,http://images.wsdot.wa.gov/rweather/NineMile-6.jpg,0,0,320,253
194,,http://images.wsdot.wa.gov/rweather/NineMile-7.jpg,0,0,320,253
195,Hamilton and Trent,http://images.wsdot.wa.gov/spokane/i90/cctv026.jpg,47.662,-117.396,352,280
196,SR221 Sellards Rd,http://images.wsdot.wa.gov/rweather/medium_SellardsRoad.jpg,46.131,-119.601,320,250
197,Nine Mile Falls 4,http://images.wsdot.wa.gov/rweather/NineMile-8.jpg,47.779,-117.543,320,253
198,,http://images.wsdot.wa.gov/rweather/NineMile-1.jpg,47.7769813,-117.5442821,320,253
199,,http://images.wsdot.wa.gov/rweather/NineMile-2.jpg,0,0,320,253
200,Nine Mile Falls 1,http://images.wsdot.wa.gov/rweather/NineMile-3.jpg,47.778,-117.543,320,253
201,,http://images.wsdot.wa.gov/rweather/NineMile-4.jpg,0,0,320,253
202,,http://images.wsdot.wa.gov/nw/520vc00095.jpg,0,0,335,249
203,148th Ave NE,http://images.wsdot.wa.gov/nw/520vc00918.jpg,47.63435,-122.142645,335,249
204,Clam Cam,http://cam.aaapacreal.com/clamcam.jpg,46.3457682,-124.0606444,640,480
205,La Push WA,http://webcam.forkswa.com/webcam1/netcam.jpg,47.9054293249054,-124.634195531738,800,600
206,,http://www.tripcheck.com/RoadCams/cams/LincolnCityUS101_pid634.jpg?0.4052698,44.9578607203929,-124.013256542822,328,295
207,,http://www.tripcheck.com/RoadCams/cams/MurphyHill_pid643.jpg?0.7893183,0,0,328,314
208,Morton,http://home.lewiscounty.com/~mortonwebcam/fullsize.jpg,46.546842,-122.264573,320,240
209,,http://www.tripcheck.com/RoadCams/cams/CapeCove_pid618.jpg?0.9729578,0,0,328,295
210,,http://www.tripcheck.com/RoadCams/cams/26Cornelius_pid1330.jpg?0.1538507,0,0,328,295
211,,http://www.tripcheck.com/RoadCams/cams/ValleyJunction_pid656.jpg?0.6613275,0,0,328,295
212,,http://www.tripcheck.com/RoadCams/cams/LincolnCityLogan_pid633.jpg?0.4574549,0,0,328,295
213,,http://www.tripcheck.com/RoadCams/cams/i5wilson_pid575.jpg?0.8232386,0,0,328,295
214,,http://www.tripcheck.com/RoadCams/cams/I-5atPerkinsRd_pid797.jpg?0.3994257,0,0,328,295
215,,http://www.tripcheck.com/RoadCams/cams/HayesvilleInterch-N_pid650.jpg?0.6233637,0,0,328,295
216,,http://www.tripcheck.com/RoadCams/cams/HayesvilleInterch-S_pid651.jpg?0.8859369,0,0,328,295
217,,http://www.tripcheck.com/RoadCams/cams/26_185th_pid1329.jpg?0.65263,0,0,328,295
218,,http://www.tripcheck.com/RoadCams/cams/26Helvetia_pid1331.jpg?0.5554621,0,0,328,295
219,,http://www.tripcheck.com/RoadCams/cams/RoseburgSouthMP120%20SB_pid676.jpg?0.8697931,0,0,328,295
220,,http://www.tripcheck.com/RoadCams/cams/LakeCreek_pid1355.jpg?0.426098,0,0,328,295
221,,http://www.tripcheck.com/RoadCams/cams/I-5atArndtRd_pid798.jpg?0.3337366,0,0,328,295
222,,http://www.tripcheck.com/RoadCams/cams/CascadeLocksWB_pid620.jpg?0.2903101,0,0,328,314
223,,http://www.tripcheck.com/RoadCams/cams/Brightwood2_pid1381.jpg?0.4190332,0,0,328,314
224,,http://www.tripcheck.com/RoadCams/cams/GovernmentCamp_pid624.jpg?0.6128809,0,0,328,314
225,,http://www.tripcheck.com/RoadCams/cams/Detroit1_pid622.jpg?0.7018549,0,0,328,295
226,,http://www.tripcheck.com/RoadCams/cams/US20atTombstone_pid1354.jpg?0.8276483,0,0,328,314
227,,http://www.tripcheck.com/RoadCams/cams/LakeoftheWoods_pid743.jpg?0.7278711,0,0,328,314
228,,http://www.tripcheck.com/RoadCams/cams/CascadeLocksEB_pid619.jpg?0.640896,0,0,328,314
229,,http://www.tripcheck.com/RoadCams/cams/Arlington_pid600.jpg?0.3036157,0,0,328,314
230,,http://www.tripcheck.com/RoadCams/cams/Sisters_pid653.jpg?0.7252466,0,0,328,314
231,,http://www.tripcheck.com/RoadCams/cams/LePagePark-JohnDay_pid632.jpg?0.1170923,0,0,328,314
232,,http://www.tripcheck.com/RoadCams/cams/TheDalles_pid655.jpg?0.8567316,0,0,328,295
233,,http://www.tripcheck.com/RoadCams/cams/I-5atExit6_pid625.jpg?6.846255E-02,0,0,328,314
234,,http://www.tripcheck.com/RoadCams/cams/LorenzenRoad_pid635.jpg?0.4579737,0,0,328,314
235,,http://www.tripcheck.com/RoadCams/cams/Chemult_pid621.jpg?0.6211054,0,0,328,314
236,,http://www.tripcheck.com/RoadCams/cams/LaPine_pid630.jpg?0.3016016,0,0,328,314
237,,http://www.tripcheck.com/RoadCams/cams/LavaButte_pid631.jpg?4.116458E-02,45.5920051182219,-120.717418945312,328,314
238,,http://www.tripcheck.com/RoadCams/cams/RedmondAirport_pid649.jpg?0.3055078,0,0,328,314
239,,http://www.tripcheck.com/RoadCams/cams/BlyMtn_pid606.jpg?0.9504053,0,0,328,314
240,,http://www.tripcheck.com/RoadCams/cams/LaddCreek_pid627.jpg?0.9778559,0,0,328,314
241,,http://www.tripcheck.com/RoadCams/cams/MeachamEastbound_pid636.jpg?0.5312158,0,0,328,314
242,,http://www.tripcheck.com/RoadCams/cams/DeadmanP-CabbageHill_pid623.jpg?0.6592829,0,0,328,295
243,,http://www.tripcheck.com/RoadCams/cams/Rqinterstate_pid594.jpg?0.2591669,0,0,328,295
