cameraid,name,url,latitude,longitude,last_width,last_height,mhash
343,"Flying-Wye - I-84, M.P. 49",http://birice.vaisala.com/photos/0322B49F_06ABF228_cam1.jpg,43.57524,-116.24349,640,480,343
344,"Black Canyon - I-84, M.P. 13",http://birice.vaisala.com/photos/036CB198_0623C0B5_cam1.jpg,43.86522,-116.77696,640,480,344
345,,http://birice.vaisala.com/photos/03117579_06027467_cam1.jpg,42.5678120193795,-113.760223468127,640,480,345
346,"Rogerson - US-93, M.P. 17",http://birice.vaisala.com/photos/02B7A3C4_06BA7ADC_cam2.jpg,42.214494,-114.594378,1280,720,346
349,,http://birice.vaisala.com/photos/03609136_06043373_cam1.jpg,42.8899620230447,-112.62490857002,640,480,349
350,"Botts - SH-33, M.P. 120.3",http://birice.vaisala.com/photos/036F71CE_0641440C_cam1.jpg,43.87815,-111.3629,640,480,350
351,,http://birice.vaisala.com/photos/02DCE69D_0667CC69_cam1.jpg,0,0,640,480,351
358,"Boulder Summit - US-30, M.P. 452",http://birice.vaisala.com/photos/02864822_0699DE56_cam1.jpg,42.209717,-111.109092,640,480,358
360,"Malad Summit - I-15, M.P. 24",http://birice.vaisala.com/photos/02D83004_06732CB0_cam1.jpg,42.34279,-112.22735,640,480,360
395,I-15 NB @ 500 W / US-89 / MP 318.1,http://www.commuterlink.utah.gov/1_devices/aux5131.jpeg,40.1611526384164,-76.2943309146207,320,240,395
440,I-15 NB @ 1100 S / MP 306.53,http://www.commuterlink.utah.gov/1_devices/aux112.jpeg,40.746844,-111.901307,320,240,440
451,I-215 W NB @ California Ave. / 1330 S / MP 20.6,http://www.commuterlink.utah.gov/1_devices/aux37.jpeg,39.4641744724,-116.5156955,320,240,451
463,5600 W / SR-172 @ 3500 S / SR-171,http://www.commuterlink.utah.gov/1_devices/aux288.jpeg,40.696646,-112.025074,320,240,463
478,I-215 W NB @ 3500 S / SR-171 / MP 17.58,http://www.commuterlink.utah.gov/1_devices/aux31.jpeg,40.698177,-111.949276,320,240,478
482,Constitution Blvd. / 2700 W @ 3100 S,http://www.commuterlink.utah.gov/1_devices/aux175.jpeg,40.703931,-111.95881,320,240,482
503,I-80 @ 2000 E / MP 126.2,http://www.commuterlink.utah.gov/1_devices/aux60.jpeg,40.713392,-111.832132,320,240,503
505,I-80 EB @ Mouth of Parley`s Canyon / MP 128.23,http://www.commuterlink.utah.gov/1_devices/aux67.jpeg,40.709201,-111.79682,320,240,505
509,I-80 / Parley`s Canyon EB @ Exit 130 to SB I-215 E / MP 128.5,http://www.commuterlink.utah.gov/1_devices/aux68.jpeg,40.710867,-111.791208,320,240,509
513,I-80 / Parley`s Canyon WB @ Lamb`s Canyon Rd. Exit Ramp / MP 136.45,http://www.commuterlink.utah.gov/1_devices/aux163.jpeg,40.742937,-111.664414,320,240,513
519,I-80 / Parley`s Canyon WB @ East Canyon / SR-65 Entrance Ramp / MP 133.61,http://www.commuterlink.utah.gov/1_devices/aux157.jpeg,40.753272,-111.715699,320,240,519
535,I-215 E NB @ Parley`s Canyon / 2900 S / MP 1.3,http://www.commuterlink.utah.gov/1_devices/aux148.jpeg,40.707641,-111.792559,320,240,535
580,I-80 / Parley`s Canyon EB @ Milepost 136.95,http://www.commuterlink.utah.gov/1_devices/aux164.jpeg,40.741377,-111.653871,320,240,580
647,Wyo Hill,http://www.wyoroad.info/highway/webcameras/I25WyoHill/I25WyoHillSouth.jpg,41.047461,-104.8901,1280,720,647
648,"Wyo Hill S, N",http://www.wyoroad.info/highway/webcameras/I25WyoHill/I25WyoHillNorth.jpg,41.047353,-104.889687,1280,720,648
649,Cheyenne South POE,http://www.wyoroad.info/highway/webcameras/I25CheyennePOE/I25CheyennePOE.jpg,41.07868,-104.856018,704,480,649
652,,http://www.wyoroad.info/highway/webcameras/I25Whitaker/RoadSurface.jpg,0,0,1280,720,652
658,900 E Center St - Provo,http://www.commuterlink.utah.gov/1_devices/aux14276.jpeg,40.233958,-111.643235,320,240,658
663,"Casper W, Mountain",http://www.wyoroad.info/highway/webcameras/I25Casper/I25CasperMountain.jpg,42.857127,-106.297772,1280,720,663
666,"Bordeaux N, S",http://www.wyoroad.info/highway/webcameras/I25Bordeaux/I25BordeauxSouth.jpg,41.930778,-104.943591,704,576,666
668,"Creston Junction I80 W, Gate, E",http://www.wyoroad.info/highway/webcameras/I80CrestonJct/I80CrestonJctEast.jpg,41.729371,-107.724102,1280,720,668
673,Tavern,http://www.wyoroad.info/highway/webcameras/I80SummitTavern/I80TavernWest.jpg,41.188818,-105.423818,704,480,673
675,Harriman,http://www.wyoroad.info/highway/webcameras/I80Harriman/I80HarrimanWest.jpg,41.098697,-105.1589,704,480,675
678,,http://www.wyoroad.info/highway/webcameras/I80Roundtop/I80RoundtopGate.jpg,0,0,1280,720,678
683,Laramie East,http://www.wyoroad.info/highway/webcameras/I80Laramie/I80LaramieEast.jpg,41.28597,-105.522001,704,480,683
684,,http://www.wyoroad.info/highway/webcameras/I90PineyCreek/I90PineyCreekSBridge.jpg,0,0,1280,720,684
685,Sheridan,http://www.wyoroad.info/highway/webcameras/I90Sheridan/I90Sheridan.jpg,44.772951,-106.936128,704,480,685
689,Lander US287,http://www.wyoroad.info/highway/webcameras/US287Lander/US287Lander.jpg,42.830277,-108.722928,704,480,689
695,"Vedauwoo W, E, Rocks",http://www.wyoroad.info/highway/webcameras/I80Vedauwoo/I80Vedauwoo.jpg,41.146214,-105.382149,1280,720,695
696,,http://www.wyoroad.info/highway/webcameras/I80Vedauwoo/I80VedauwooEast.jpg,0,0,1280,720,696
697,Vedauwoo,http://www.wyoroad.info/highway/webcameras/I80Vedauwoo/I80VedauwooWest.jpg,41.146243,-105.381979,1280,720,697
700,Teton Pass,http://www.wyoroad.info/highway/webcameras/Wyo22TetonPass/Wyo22TetonPassWest.jpg,43.498733,-110.956196,704,480,700
701,WYO 22 Teton Pass mp 11.2 - W and E,http://www.wyoroad.info/highway/webcameras/WYO22TetonPass/WYO22TetonPassEast.jpg,43.497424,-110.955211,704,480,701
702,View of Jackson Hole Valley to the East,http://www.wyoroad.info/highway/webcameras/WYO22TetonPass/WYO22TetonPassValley.jpg,43.492213,-110.916688,704,480,702
703,"Belle Fouche WYO59 S, N",http://www.wyoroad.info/highway/webcameras/WYO59BelleFourche/WYO59BelleFourcheNorth.jpg,43.930912,-105.446593,704,480,703
704,Louis Lake,http://www.wyoroad.info/highway/webcameras/Wyo28SouthPass/Wyo28LouisLakeWest.jpg,42.507244,-108.789062,800,450,704
705,"Louis Lake WYO28 W, Parking",http://www.wyoroad.info/highway/webcameras/Wyo28SouthPass/WYO28LouisLakeParking.jpg,42.505814,-108.788313,800,450,705
706,Cheyenne River,http://www.wyoroad.info/highway/webcameras/Wyo59CheyenneRiver/Wyo59CheyenneRiver.jpg,43.311463,-105.350025,704,480,706
707,Frannie POE,http://www.wyoroad.info/highway/webcameras/US310FranniePOE/US310FranniePOE.jpg,44.962316,-108.623721,704,480,707
708,"Pumpkin Vine SE, NW, Comanche Peak",http://www.wyoroad.info/highway/webcameras/US287PumpkinVine/US287PumpkinVineComanchePeak.jpg,41.051949,-105.468876,1280,720,708
711,"South Pass W, E",http://www.wyoroad.info/highway/webcameras/Wyo28SouthPass/Wyo28NewSouthPassEast.jpg,42.477025,-108.844136,704,480,711
748,Mt.Washington Van.Is. BC,http://www.milehigh.ca/milehigh_netcam/large.jpg,49.7522678667,-125.296347435,550,412,748
750,Mountainbase Live Netcam (Sierras),http://www.mountainbase.com/Webcam/cam.jpg,35.1321877,-118.4489739,640,480,750
753,,http://webcam01.ecn.purdue.edu/axis-cgi/jpg/image.cgi?resolution=640x480&amp,0,40.4291320619522,323,640,753
756,,http://sciencecentercam.fas.harvard.edu/axis-cgi/jpg/image.cgi?camera=1&amp,0,1155310940187,-71,328,756
757,,http://grovecam.iup.edu/axis-cgi/jpg/image.cgi,40.6135171,-79.1619081,320,240,757
758,,http://85.199.1.130/axis-cgi/jpg/image.cgi?showlength=1,0,0,704,576,758
759,,http://sciencecentercam.fas.harvard.edu/axis-cgi/jpg/image.cgi?camera=1&amp,0,44.693427202262,328,704,759
761,,http://www.webcamticino.ch/mobotix/klein06.jpg,0,0,160,120,761
762,,http://www.kapstadt.de/webcam.jpg,-33.9248685,18.4240553,1000,750,762
763,,http://www.webcamticino.ch/mobotix/current.jpg,0,0,640,480,763
764,,http://www.arolla.com/pigne/pignex.jpg,46.0215,7.48164,1280,960,764
766,,http://www.helios-hotels.com/frontline.jpg,39.6952629,3.01757120000002,1280,720,766
767,,http://www.mardelplatawebcam.com.ar/img/webcam_plaza_colon.jpg,-38.0062367,-57.54517,505,379,767
768,,http://weather.cs.uit.no/wcam0_snapshots/wcam0_latest_small.jpg,0,0,640,360,768
769,,http://common.snow.com/mtncams/horseshoebowl.jpg,0,0,640,480,769
770,Mountain Cams,http://common.snow.com/Mtncams/peak8vista.jpg,39.4730877,-106.0851657,1280,720,770
771,,http://common.snow.com/Mtncams/brecksnowcam.jpg,0,0,640,480,771
772,,http://common.snow.com/mtncams/riverrun.jpg,39.6066125,-105.9450159,1280,720,772
773,,http://common.snow.com/Mtncams/bc_phq.jpg,39.634907,-106.525614,1280,720,773
774,,http://common.snow.com/Mtncams/redtail.jpg,0,0,1280,720,774
775,,http://common.snow.com/mtncams/bc_icerink.jpg,39.6046128,-106.517161,640,480,775
776,Beaver Creek,http://common.snow.com/Mtncams/spruce_saddle.jpg,39.5767841,-106.5243387,1280,720,776
777,,http://common.snow.com/Mtncams/buffalos.jpg,0,0,640,360,777
778,,http://common.snow.com/Mtncams/twoelk.jpg,39.5997082,-106.32975,640,360,778
779,Vail Ski Resort Mountain Cams,http://common.snow.com/Mtncams/wildwood.jpg,39.641265,-106.374988,640,360,779
780,UA East Mall,http://wyant.optics.arizona.edu/webcam32.jpg,46.7534229991421,109.391194294322,640,480,780
781,Longyearbyen - west,http://www.svein-nordahl.com/02-gruvedalen.jpg,78.222404,15.6480943,800,400,781
782,Lavik,http://fjordcam.nedernorge.net/webcam.jpg,61.1055297852,5.50733041763,853,480,782
784,Piazza Castello - Turin,http://www.regione.piemonte.it/webcam/im/fc_alfiere.jpg,45.0715298547,7.68465103373,352,288,784
787,,http://www.supermeteo.com/supersano2.jpg,0,0,640,480,787
788,,http://www.supermeteo.com/supersano1.jpg,0,0,640,480,788
789,,http://www.hotelcalabona.com/webcam/alghero.jpg,0,0,640,480,789
791,,http://www.arolla.com/mt-collon/mtcollon.jpg?1174755254421,46.0239625,7.479144,1280,960,791
792,,http://www.fossombronemeteo.it/webcam1/webcam.jpg,0,0,1024,768,792
795,,http://yar.oiccam.com/ftp/capcom/pducla/image.jpg,0,0,400,273,795
797,,http://wwc.instacam.com/instacamimg/FTOMY/FTOMY_l.jpg,26.4504766158042,-81.9373680880587,1280,720,797
798,,http://80.66.4.2/record/current.jpg?rand=3918652,51.7174037001463,8.753214786768,640,480,798
800,,http://wwc.instacam.com/instacamimg/FTOMY/FTOMY_l.jpg,26.449581,-81.9469566,1280,720,800
801,,http://www.erfurt.de/webcam/domplatz.jpg,0,0,640,480,801
806,,http://www.oldforge.net/webcam.jpg,43.7100885,-74.9734809,640,480,806
807,,http://www.les7laux.com/~webcam/webcam3.jpg,45.2564689456449,5.99448883293631,640,480,807
809,,http://www.les7laux.com/~webcam/webcam2.jpg,45.2472392908777,6.01866894720557,640,480,809
810,,http://www.netikka.net/hans.bjorknas/image.jpg,63.096714148026,21.6081443078736,320,240,810
811,Elko Nevada Weather,http://www.nvwx.com/nvwxcam.jpg,40.8324211,-115.7631232,864,486,811
812,,http://www.trinum.com/ibox/champagny/Images/BouquetinSmall.jpg,44.1642603965,4.28361499406,320,240,812
813,,http://www.solitour.info/coronadobeach.jpg,0,0,640,480,813
814,,http://www.elektro-wagner.com/webcam/rathaus.jpg,50.3030932112,8.57084968466,1280,960,814
815,,http://mardelplatawebcam.com.ar/img/webcam_plaza_colon.jpg,-37.9798584,-57.5897942,505,379,815
817,"St. John&#39;s, the Narrows and the Harbour from Signal Hill",http://www.ntv.ca/cams/skycam1.jpg,0,0,640,480,817
820,,http://www.jesner-edv.at/losm/bild2.jpg,0,0,640,480,820
821,,http://www.jesner-edv.at/losm/bild1.jpg,0,0,640,480,821
823,,http://khory.sumava.net/cam-mr/kh1/image.jpg,49.143900346,13.5553374196,1280,960,823
824,Kampenhout,http://www.skystef.be/Kampenhout.jpg,50.94209,4.54980999999998,640,480,824
826,,http://windisgood.com/Webcams/Cookcam.jpg,48.408513,-123.362018,800,450,826
828,Hudson River Pier Cam,http://www.erikthered.com/cam/reshcam_current.jpg,40.7360108,-74.0279374,640,480,828
829,,http://www.scheveningenlive.nl/cam_1.jpg,52.1073543380129,4.27210331974677,800,500,829
830,,http://www.helios-hotels.com/jardin_hel.jpg,0,0,2048,1536,830
831,,http://www.avendano.org/cam.jpg?1113765086671,40.4793697642,-3.67085566015,1920,1080,831
832,Madiera 11,http://www.madeira-web.com/camera/preset-11/fullsize.jpg,32.6467608,-16.9126272,800,450,832
834,Madiera 08,http://www.madeira-web.com/camera/preset-08/fullsize.jpg,32.6467608,-16.9126272,800,450,834
835,Madiera 06,http://www.madeira-web.com/camera/preset-06/fullsize.jpg,32.6467608,-16.9126272,800,450,835
836,Madiera 05,http://www.madeira-web.com/camera/preset-05/fullsize.jpg,32.6467608,-16.9126272,800,450,836
837,Madiera 04,http://www.madeira-web.com/camera/preset-04/fullsize.jpg,32.6467608,-16.9126272,800,450,837
838,Madiera 03,http://www.madeira-web.com/camera/preset-03/fullsize.jpg,32.6467608,-16.9126272,800,450,838
839,Madiera 02,http://www.madeira-web.com/camera/preset-02/fullsize.jpg,32.6467608,-16.9126272,800,450,839
