cameraid,name,url,latitude,longitude,last_width,last_height,mhash
260,Frostburg State University,http://wwc.instacam.com/instacamimg/FRSTB/FRSTB_l.jpg,39.6421,-78.9125,1280,720,26
263,Crestwood Middle School,http://wwc.instacam.com/instacamimg/FRDCM/FRDCM_l.jpg,39.3934893,-77.4229503,1280,720,27
267,Glenelg Country School,http://wwc.instacam.com/instacamimg/GLNLG/GLNLG_l.jpg,39.2597,-77.0126,640,480,29
269,The Greens,http://wwc.instacam.com/instacamimg/IJAMS/IJAMS_s.jpg,39.3078834359,-110.8325604049,640,360,30
270,Middletown Valley,http://wwc.instacam.com/instacamimg/MIDTN/MIDTN_l.jpg,39.4309346,-77.5452658,1280,720,31
271,Summit Ridge,http://wwc.instacam.com/instacamimg/MTAIR/MTAIR_l.jpg,39.4072,-77.214,1280,720,32
273,Cecil Community College,http://wwc.instacam.com/instacamimg/NRTHU/NRTHU_l.jpg,39.5351,-75.894,1280,720,33
280,Montcalm Area ISD (WILX TV 10 WeatherNet),http://wwc.instacam.com/instacamimg/STNTN/STNTN_l.jpg,43.2893,-85.0595,1280,720,34
319,Cardinal Gibbons HS,http://wwc.instacam.com/instacamimg/RALGH/RALGH_l.jpg,35.8028563343,-78.7287306595,1280,720,36
325,University of N Carolina at Charlotte,http://wwc.instacam.com/instacamimg/CHRLG/CHRLG_l.jpg,35.3076851551,-80.7343507976,1280,720,37
338,Harrison Weather Center,http://wwc.instacam.com/instacamimg/HRSSN/HRSSN_l.jpg,38.8978201079,-94.7562450439,640,480,38
367,Vineland HS North,http://wwc.instacam.com/instacamimg/VINBE/VINBE_l.jpg,39.4655,-74.9652,1280,720,39
387,Virgin Valley HS,http://wwc.instacam.com/instacamimg/MSQUT/MSQUT_l.jpg,36.4374,-114.7288,1280,720,41
390,Pahrump Valley HS,http://wwc.instacam.com/instacamimg/PHRMP/PHRMP_l.jpg,36.2424,-116.1606,1280,720,42
398,Red Rock Visitor Center,http://wwc.instacam.com/instacamimg/LSVRR/LSVRR_l.jpg,36.168,-115.3691,1280,720,43
428,Monroe Woodbury Computer Center,http://wwc.instacam.com/instacamimg/HRRMN/HRRMN_l.jpg,41.3005,-74.1249,1280,1024,44
444,Hampton Bays ES,http://wwc.instacam.com/instacamimg/HAMPT/HAMPT_l.jpg,40.9223,-72.637,640,480,46
505,Frenchglen ES,http://wwc.instacam.com/instacamimg/FRNCH/FRNCH_l.jpg,43.562,-119.0786,640,480,51
513,Mount Pleasant Jr Sr HS,http://wwc.instacam.com/instacamimg/MNTPL/MNTPL_l.jpg,40.2022,-79.6099,1280,720,52
515,Punxsutawney Weather Discovery Center,http://wwc.instacam.com/instacamimg/PNXST/PNXST_l.jpg,40.9445,-78.9798,640,480,53
520,Bradford Area SD,http://wwc.instacam.com/instacamimg/BRDFD/BRDFD_l.jpg,41.8623,-78.6373,640,480,54
521,West Perry SD,http://wwc.instacam.com/instacamimg/LYSVL/LYSVL_l.jpg,40.4068,-77.2925,1280,800,55
529,Mifflinburg ASD,http://wwc.instacam.com/instacamimg/MFFLN/MFFLN_l.jpg,40.9478,-77.011,640,480,57
536,College Misericordia,http://wwc.instacam.com/instacamimg/DALLS/DALLS_l.jpg,41.2711,-75.9996,1280,720,58
571,Deadwood Elks Lodge 508,http://wwc.instacam.com/instacamimg/DEDWD/DEDWD_l.jpg,44.3648,-103.7357,1280,720,60
573,Pine Ridge Hospital,http://wwc.instacam.com/instacamimg/PNRDG/PNRDG_l.jpg,43.0243,-102.5352,1280,720,61
574,Spearfish HS,http://wwc.instacam.com/instacamimg/SPRFH/SPRFH_l.jpg,44.5004376976,-103.8619854571,640,480,62
578,Adventure Science Center,http://wwc.instacam.com/instacamimg/NSHV1/NSHV1_l.jpg,36.1468274448,-86.775333535,1280,720,64
581,WTVC-TV,http://wwc.instacam.com/instacamimg/WTVCT/WTVCT_l.jpg,35.0673,-85.25,640,480,65
597,The Lamplighter School,http://wwc.instacam.com/instacamimg/LAMPL/LAMPL_l.jpg,32.7673,-96.7776,640,480,66
602,Jesuit College Prep School,http://wwc.instacam.com/instacamimg/DLSL1/DLSL1_l.jpg,32.7673,-96.7776,1280,720,68
613,Camp Sweeney,http://wwc.instacam.com/instacamimg/WHTSB/WHTSB_l.jpg,33.7020837,-96.9954671,1280,720,69
623,"'Moody Gardens, Inc.'",http://wwc.instacam.com/instacamimg/GLVST/GLVST_l.jpg,37.4274582925,-113.0038250302,1280,720,70
627,KAVU-TV,http://wwc.instacam.com/instacamimg/KAVUT/KAVUT_l.jpg,28.7774,-97.0266,640,480,71
654,Zion Canyon Theatre,http://wwc.instacam.com/instacamimg/ZPRNG/ZPRNG_l.jpg,0,0,1280,720,73
657,Bull Run ES,http://wwc.instacam.com/instacamimg/BULRN/BULRN_l.jpg,38.8195,-77.4557,1280,720,74
669,Shenandoah National Park,http://wwc.instacam.com/instacamimg/LRAY1/LRAY1_l.jpg,38.646,-78.4812,1280,720,76
684,WDBJ,http://wwc.instacam.com/instacamimg/RNKCS/RNKCS_l.jpg,37.2979,-79.9877,1280,720,77
686,Auburn Middle School,http://wwc.instacam.com/instacamimg/RNRMS/RNRMS_l.jpg,37.0579,-80.4363,1280,720,78
688,WCYB-TV5,http://wwc.instacam.com/instacamimg/WCYBT/WCYBT_l.jpg,36.6138,-82.1762,640,480,79
695,Institute For Advanced Learning and Research,http://wwc.instacam.com/instacamimg/DNVAL/DNVAL_l.jpg,36.6035,-79.3762,640,480,80
707,Wishkah Valley School,http://wwc.instacam.com/instacamimg/ABEDN/ABEDN_l.jpg,47.1175724873,-123.7711961926,640,480,82
790,GOES Western US SECTOR Visible Image,http://www.goes.noaa.gov/GIFS/WCVS.JPG,52.74959372,-155.5664063,640,480,83
864,"'Viseu, Portugal'",http://abss.no-ip.info/viseu.jpg,40.6565861,-7.9124712,352,288,86
894,Granite Island Light Station Cam 9 (ptz),http://www.graniteisland.com/webcams/cam1_axiscam9.jpg,46.719,-87.407,352,240,87
909,Eternal Sunset,http://summerhome.com/baycam/image.jpg,41.868663,-70.008607,704,480,88
1022,Alaska DMV cam,https://online.dmv.alaska.gov/DMVWebCams/Bensons/benson.jpg,61.1931992609,-149.9074395881,640,480,89
1047,"Forsyth County-Greensboro-Winston Salem-High Point, NC",http://forsyth.cc/EAP/Images/hazecam/NC_1.JPG,53.5534079127,9.9974166453,480,360,90
1077,,http://wc2.dartmouth.edu/jpg/image.jpg,43.7055592,-72.2888455,640,480,92
1092,,http://148.61.151.202/jpg/image.jpg,-27.0833103162,27.4380982962,640,480,93
1093,,http://148.61.49.119/jpg/image.jpg,37.4129332,-4.4961008,640,480,94
1193,,http://131.188.69.22/jpg/image.jpg?videos=one,56.3863622765,-94.3173778259,800,500,95
1217,,http://195.113.207.238/jpg/image.jpg,49.6063946549,15.5788979362,640,480,96
1227,,http://85.199.1.130/jpg/image.jpg,41.7019520097,44.8180950983,704,576,97
1284,,http://148.61.49.118/jpg/image.jpg,42.778702,-86.074992,640,480,98
1306,,http://webcam-2.hartford.edu/jpg/image.jpg,41.7970568,-72.7200366,640,480,99
1361,,http://gallerycam.ucsd.edu/jpg/image.jpg,32.8826707,-117.2351222,704,480,102
1363,,http://webcam01.ecn.purdue.edu/jpg/image.jpg,32.8779104,-117.2068,640,480,103
1366,,http://webcam5.bowdoin.edu:4200/jpg/image.jpg,43.9067324,-69.9637933,1920,1080,104
1378,,http://flightcam1.pr.erau.edu/jpg/image.jpg,34.6167306,-112.4497282,1920,1080,105
1451,,https://images.webcams.travel/original/1220423291.jpg ,58.3800548,26.7225267,400,224,107
1566,,http://150.214.222.100/jpg/image.jpg?imagepath=/mpeg4/video.sdp,40.50490987,-4.3045893584,1280,960,108
1598,,http://webcam.gordon.edu/jpg/image.jpg,0,0,480,270,110
1599,,http://lioncam1.lmu.edu/jpg/image.jpg,39.9724829814,-105.357062934,1920,1080,111
1612,http://hncam1.hn.psu.edu/axis-cgi/jpg/image.cgi?resolution=320x240,http://hncam1.hn.psu.edu/axis-cgi/jpg/image.cgi?resolution=640x480,-34.6625849972,-58.364881741,640,480,112
1641,,http://www.bartboos.com/image.jpg,0,0,768,432,113
1677,,http://rachleff.org/axis-cgi/jpg/image.cgi?camera=1&amp,0,0,-121,328,114
2002,I-90 Rocky Canyon,http://images.wsdot.wa.gov/rweather/rocky_medium.jpg,47.089,-120.743,320,261,126
2033,3rd / Washington,http://images.wsdot.wa.gov/spokane/i90/cctv029.jpg,47.653496,-117.417976,352,280,149
2040,I-82 Outlook,http://images.wsdot.wa.gov/rweather/Medium_Outlook.jpg,46.33,-120.094,320,253,156
2045,I-82 Union Gap,http://images.wsdot.wa.gov/rweather/Medium_uniongap.jpg,46.539,-120.471,320,253,160
2048,I-82 Manastash Ridge Summit,http://images.wsdot.wa.gov/rweather/UMRidge_medium.jpg,46.881,-120.425,320,261,161
2063,Hwy2 Winton Road,http://images.wsdot.wa.gov/rweather/winton.jpg,47.736,-120.739,320,239,166
2067,YakimaCountyLine US 97 @ MP 34,http://images.wsdot.wa.gov/rweather/Medium_Us97@YakimaCountyLine.jpg,46.039673,-120.577138,320,250,167
2069,Delaney on US 12 @ MP 381.3,http://images.wsdot.wa.gov/rweather/Medium_Delaney@us12.jpg,46.494089,-117.967967,320,261,168
2072,Queets on SR 101 @ MP 151.7,http://images.wsdot.wa.gov/rweather/Medium_Queets.jpg,47.534343,-124.335867,352,261,169
2088,Uniontown,http://images.wsdot.wa.gov/rweather/Medium_Uniontown2.jpg,46.547,-117.095,320,239,179
2094,Colfax US195,http://images.wsdot.wa.gov/spokane/sr195/colfax.jpg,46.885,-117.364,640,520,185
2191,La Push WA,http://webcam.forkswa.com/webcam1/netcam.jpg,47.9054293249,-124.6341955317,800,600,206
19580,La Push WA,http://webcam.forkswa.com/webcam1/netcam.jpg,47.9054293249,-124.6341955317,800,600,206
2201,Morton,http://home.lewiscounty.com/~mortonwebcam/fullsize.jpg,46.546842,-122.264573,320,240,209
2203,,http://www.tripcheck.com/RoadCams/cams/CapeCove_pid618.jpg?0.9729578,0,0,328,295,210
2232,,http://www.tripcheck.com/RoadCams/cams/US20atTombstone_pid1354.jpg?0.8276483,0,0,328,314,227
2251,,http://www.tripcheck.com/RoadCams/cams/I-5atExit6_pid625.jpg?6.846255E-02,0,0,328,314,234
2269,,http://www.tripcheck.com/RoadCams/cams/BlyMtn_pid606.jpg?0.9504053,0,0,328,314,240
2335,,http://www.tripcheck.com/RoadCams/cams/i84metro_pid588.jpg?0.4401819,0,0,328,295,296
2349,,http://www.tripcheck.com/RoadCams/cams/i205pres_pid542.jpg?9.533328E-02,0,0,328,295,310
2378,Alpowa Summit,http://images.wsdot.wa.gov/rweather/alpowa_medium.jpg,46.435,-117.424,320,253,335
2385,"Smiths Ferry - SH-55, M.P. 97.2",http://birice.vaisala.com/photos/02A771B8_06E40F64_cam1.jpg,44.30111,-116.08912,640,480,336
2386,"Cakdwll - I-84, M.P. 27.6",http://birice.vaisala.com/photos/0338E1B4_0642075C_cam1.jpg,43.6706,-116.67774,640,480,337
2389,Elk City NW,http://birice.vaisala.com/photos/03814485_066AB299_cam1.jpg,45.8249,-115.4446,640,480,338
2392,Veterans Memorial Bridge,http://birice.vaisala.com/photos/02D714D0_F90B0DB1_CAM1.jpg,47.649,-116.715,640,480,340
2394,"Willow Creek Summit - US-93, M.P. 138.7",http://birice.vaisala.com/photos/02DA39EF_05C41D33_cam1.jpg,44.23082,-113.97541,640,480,341
2396,"Smiley Creek Airport SH-75, M.P. 165",http://birice.vaisala.com/photos/03778B5F_06013F28_cam2.jpg,43.91301,-114.796526,1280,720,342
2398,"Flying-Wye - I-84, M.P. 49",http://birice.vaisala.com/photos/0322B49F_06ABF228_cam1.jpg,43.57524,-116.24349,640,480,343
2399,"Black Canyon - I-84, M.P. 13",http://birice.vaisala.com/photos/036CB198_0623C0B5_cam1.jpg,43.86522,-116.77696,640,480,344
2400,,http://birice.vaisala.com/photos/03117579_06027467_cam1.jpg,42.5678120194,-113.7602234681,640,480,345
2402,"Rogerson - US-93, M.P. 17",http://birice.vaisala.com/photos/02B7A3C4_06BA7ADC_cam2.jpg,42.214494,-114.594378,1280,720,346
2407,,http://birice.vaisala.com/photos/03609136_06043373_cam1.jpg,42.889962023,-112.62490857,640,480,349
2408,"Botts - SH-33, M.P. 120.3",http://birice.vaisala.com/photos/036F71CE_0641440C_cam1.jpg,43.87815,-111.3629,640,480,350
2409,,http://birice.vaisala.com/photos/02DCE69D_0667CC69_cam1.jpg,0,0,640,480,351
2419,"Boulder Summit - US-30, M.P. 452",http://birice.vaisala.com/photos/02864822_0699DE56_cam1.jpg,42.209717,-111.109092,640,480,358
2421,"Malad Summit - I-15, M.P. 24",http://birice.vaisala.com/photos/02D83004_06732CB0_cam1.jpg,42.34279,-112.22735,640,480,360
2461,I-15 NB @ 500 W / US-89 / MP 318.1,http://www.commuterlink.utah.gov/1_devices/aux5131.jpeg,40.1611526384,-76.2943309146,320,240,395
2509,I-15 NB @ 1100 S / MP 306.53,http://www.commuterlink.utah.gov/1_devices/aux112.jpeg,40.746844,-111.901307,320,240,440
2521,I-215 W NB @ California Ave. / 1330 S / MP 20.6,http://www.commuterlink.utah.gov/1_devices/aux37.jpeg,39.4641744724,-116.5156955,320,240,451
2535,5600 W / SR-172 @ 3500 S / SR-171,http://www.commuterlink.utah.gov/1_devices/aux288.jpeg,40.696646,-112.025074,320,240,463
2553,I-215 W NB @ 3500 S / SR-171 / MP 17.58,http://www.commuterlink.utah.gov/1_devices/aux31.jpeg,40.698177,-111.949276,320,240,478
2557,Constitution Blvd. / 2700 W @ 3100 S,http://www.commuterlink.utah.gov/1_devices/aux175.jpeg,40.703931,-111.95881,320,240,482
2580,I-80 @ 2000 E / MP 126.2,http://www.commuterlink.utah.gov/1_devices/aux60.jpeg,40.713392,-111.832132,320,240,503
2582,I-80 EB @ Mouth of Parley`s Canyon / MP 128.23,http://www.commuterlink.utah.gov/1_devices/aux67.jpeg,40.709201,-111.79682,320,240,505
2587,I-80 / Parley`s Canyon EB @ Exit 130 to SB I-215 E / MP 128.5,http://www.commuterlink.utah.gov/1_devices/aux68.jpeg,40.710867,-111.791208,320,240,509
2591,I-80 / Parley`s Canyon WB @ Lamb`s Canyon Rd. Exit Ramp / MP 136.45,http://www.commuterlink.utah.gov/1_devices/aux163.jpeg,40.742937,-111.664414,320,240,513
2597,I-80 / Parley`s Canyon WB @ East Canyon / SR-65 Entrance Ramp / MP 133.61,http://www.commuterlink.utah.gov/1_devices/aux157.jpeg,40.753272,-111.715699,320,240,519
2613,I-215 E NB @ Parley`s Canyon / 2900 S / MP 1.3,http://www.commuterlink.utah.gov/1_devices/aux148.jpeg,40.707641,-111.792559,320,240,535
2666,I-80 / Parley`s Canyon EB @ Milepost 136.95,http://www.commuterlink.utah.gov/1_devices/aux164.jpeg,40.741377,-111.653871,320,240,580
2749,Wyo Hill,http://www.wyoroad.info/highway/webcameras/I25WyoHill/I25WyoHillSouth.jpg,41.047461,-104.8901,1280,720,647
2750,"Wyo Hill S, N",http://www.wyoroad.info/highway/webcameras/I25WyoHill/I25WyoHillNorth.jpg,41.047353,-104.889687,1280,720,648
2751,Cheyenne South POE,http://www.wyoroad.info/highway/webcameras/I25CheyennePOE/I25CheyennePOE.jpg,41.07868,-104.856018,704,480,649
2754,,http://www.wyoroad.info/highway/webcameras/I25Whitaker/RoadSurface.jpg,0,0,1280,720,652
2760,900 E Center St - Provo,http://www.commuterlink.utah.gov/1_devices/aux14276.jpeg,40.233958,-111.643235,320,240,658
2768,"Casper W, Mountain",http://www.wyoroad.info/highway/webcameras/I25Casper/I25CasperMountain.jpg,42.857127,-106.297772,1280,720,663
2771,"Bordeaux N, S",http://www.wyoroad.info/highway/webcameras/I25Bordeaux/I25BordeauxSouth.jpg,41.930778,-104.943591,704,576,666
2774,"Creston Junction I80 W, Gate, E",http://www.wyoroad.info/highway/webcameras/I80CrestonJct/I80CrestonJctEast.jpg,41.729371,-107.724102,1280,720,668
2779,Tavern,http://www.wyoroad.info/highway/webcameras/I80SummitTavern/I80TavernWest.jpg,41.188818,-105.423818,704,480,673
2781,Harriman,http://www.wyoroad.info/highway/webcameras/I80Harriman/I80HarrimanWest.jpg,41.098697,-105.1589,704,480,675
2784,,http://www.wyoroad.info/highway/webcameras/I80Roundtop/I80RoundtopGate.jpg,0,0,1280,720,678
2791,Laramie East,http://www.wyoroad.info/highway/webcameras/I80Laramie/I80LaramieEast.jpg,41.28597,-105.522001,704,480,683
2792,,http://www.wyoroad.info/highway/webcameras/I90PineyCreek/I90PineyCreekSBridge.jpg,0,0,1280,720,684
2793,Sheridan,http://www.wyoroad.info/highway/webcameras/I90Sheridan/I90Sheridan.jpg,44.772951,-106.936128,704,480,685
2799,Lander US287,http://www.wyoroad.info/highway/webcameras/US287Lander/US287Lander.jpg,42.830277,-108.722928,704,480,689
2805,"Vedauwoo W, E, Rocks",http://www.wyoroad.info/highway/webcameras/I80Vedauwoo/I80Vedauwoo.jpg,41.146214,-105.382149,1280,720,695
2806,,http://www.wyoroad.info/highway/webcameras/I80Vedauwoo/I80VedauwooEast.jpg,0,0,1280,720,696
2807,Vedauwoo,http://www.wyoroad.info/highway/webcameras/I80Vedauwoo/I80VedauwooWest.jpg,41.146243,-105.381979,1280,720,697
2811,Teton Pass,http://www.wyoroad.info/highway/webcameras/Wyo22TetonPass/Wyo22TetonPassWest.jpg,43.498733,-110.956196,704,480,700
2812,WYO 22 Teton Pass mp 11.2 - W and E,http://www.wyoroad.info/highway/webcameras/WYO22TetonPass/WYO22TetonPassEast.jpg,43.497424,-110.955211,704,480,701
2813,View of Jackson Hole Valley to the East,http://www.wyoroad.info/highway/webcameras/WYO22TetonPass/WYO22TetonPassValley.jpg,43.492213,-110.916688,704,480,702
2816,"Belle Fouche WYO59 S, N",http://www.wyoroad.info/highway/webcameras/WYO59BelleFourche/WYO59BelleFourcheNorth.jpg,43.930912,-105.446593,704,480,703
2817,Louis Lake,http://www.wyoroad.info/highway/webcameras/Wyo28SouthPass/Wyo28LouisLakeWest.jpg,42.507244,-108.789062,800,450,704
2818,"Louis Lake WYO28 W, Parking",http://www.wyoroad.info/highway/webcameras/Wyo28SouthPass/WYO28LouisLakeParking.jpg,42.505814,-108.788313,800,450,705
2823,Cheyenne River,http://www.wyoroad.info/highway/webcameras/Wyo59CheyenneRiver/Wyo59CheyenneRiver.jpg,43.311463,-105.350025,704,480,706
2824,Frannie POE,http://www.wyoroad.info/highway/webcameras/US310FranniePOE/US310FranniePOE.jpg,44.962316,-108.623721,704,480,707
2825,"Pumpkin Vine SE, NW, Comanche Peak",http://www.wyoroad.info/highway/webcameras/US287PumpkinVine/US287PumpkinVineComanchePeak.jpg,41.051949,-105.468876,1280,720,708
2833,"South Pass W, E",http://www.wyoroad.info/highway/webcameras/Wyo28SouthPass/Wyo28NewSouthPassEast.jpg,42.477025,-108.844136,704,480,711
3297,Mt.Washington Van.Is. BC,http://www.milehigh.ca/milehigh_netcam/large.jpg,49.7522678667,-125.296347435,550,412,748
3310,Mountainbase Live Netcam (Sierras),http://www.mountainbase.com/Webcam/cam.jpg,35.1321877,-118.4489739,640,480,750
3419,,http://webcam01.ecn.purdue.edu/axis-cgi/jpg/image.cgi?resolution=640x480&amp,0,40.429132062,323,640,753
3519,,http://sciencecentercam.fas.harvard.edu/axis-cgi/jpg/image.cgi?camera=1&amp,0,1155310940187,-71,328,756
3596,,http://sciencecentercam.fas.harvard.edu/axis-cgi/jpg/image.cgi?camera=1&amp,0,1155310940187,-71,328,756
3553,,http://grovecam.iup.edu/axis-cgi/jpg/image.cgi,40.6135171,-79.1619081,320,240,757
3561,,http://85.199.1.130/axis-cgi/jpg/image.cgi?showlength=1,0,0,704,576,758
3790,,http://www.webcamticino.ch/mobotix/klein06.jpg,0,0,160,120,761
3791,,http://www.kapstadt.de/webcam.jpg,-33.9248685,18.4240553,1000,750,762
8451,,http://www.kapstadt.de/webcam.jpg,-33.9248685,18.4240553,1000,750,762
3807,,http://www.webcamticino.ch/mobotix/current.jpg,0,0,640,480,763
3815,,http://www.arolla.com/pigne/pignex.jpg,46.0215,7.48164,1280,960,764
3909,,http://www.helios-hotels.com/frontline.jpg,39.6952629,3.0175712,1280,720,766
3913,,http://www.mardelplatawebcam.com.ar/img/webcam_plaza_colon.jpg,-38.0062367,-57.54517,505,379,767
3917,,http://weather.cs.uit.no/wcam0_snapshots/wcam0_latest_small.jpg,0,0,640,360,768
4112,,http://common.snow.com/mtncams/horseshoebowl.jpg,0,0,640,480,769
4113,Mountain Cams,http://common.snow.com/Mtncams/peak8vista.jpg,39.4730877,-106.0851657,1280,720,770
15953,Mountain Cams,http://common.snow.com/Mtncams/peak8vista.jpg,39.4730877,-106.0851657,1280,720,770
4114,,http://common.snow.com/Mtncams/brecksnowcam.jpg,0,0,640,480,771
4118,,http://common.snow.com/mtncams/riverrun.jpg,39.6066125,-105.9450159,1280,720,772
4122,,http://common.snow.com/Mtncams/bc_phq.jpg,39.634907,-106.525614,1280,720,773
4123,,http://common.snow.com/Mtncams/redtail.jpg,0,0,1280,720,774
4124,,http://common.snow.com/mtncams/bc_icerink.jpg,39.6046128,-106.517161,640,480,775
4125,Beaver Creek,http://common.snow.com/Mtncams/spruce_saddle.jpg,39.5767841,-106.5243387,1280,720,776
4127,,http://common.snow.com/Mtncams/buffalos.jpg,0,0,640,360,777
4129,,http://common.snow.com/Mtncams/twoelk.jpg,39.5997082,-106.32975,640,360,778
4130,Vail Ski Resort Mountain Cams,http://common.snow.com/Mtncams/wildwood.jpg,39.641265,-106.374988,640,360,779
4181,UA East Mall,http://wyant.optics.arizona.edu/webcam32.jpg,46.7534229991,109.3911942943,640,480,780
4188,Longyearbyen - west,http://www.svein-nordahl.com/02-gruvedalen.jpg,78.222404,15.6480943,800,400,781
4218,Lavik,http://fjordcam.nedernorge.net/webcam.jpg,61.1055297852,5.5073304176,853,480,782
4297,Piazza Castello - Turin,http://www.regione.piemonte.it/webcam/im/fc_alfiere.jpg,45.0715298547,7.6846510337,352,288,784
4390,,http://www.supermeteo.com/supersano2.jpg,0,0,640,480,787
4391,,http://www.supermeteo.com/supersano1.jpg,0,0,640,480,788
4401,,http://www.hotelcalabona.com/webcam/alghero.jpg,0,0,640,480,789
4433,,http://www.arolla.com/mt-collon/mtcollon.jpg?1174755254421,46.0239625,7.479144,1280,960,791
4442,,http://www.fossombronemeteo.it/webcam1/webcam.jpg,0,0,1024,768,792
4600,,http://yar.oiccam.com/ftp/capcom/pducla/image.jpg,0,0,400,273,795
4715,,http://wwc.instacam.com/instacamimg/FTOMY/FTOMY_l.jpg,26.4504766158,-81.9373680881,1280,720,797
4763,,http://wwc.instacam.com/instacamimg/FTOMY/FTOMY_l.jpg,26.4504766158,-81.9373680881,1280,720,797
4731,,http://80.66.4.2/record/current.jpg?rand=3918652,51.7174037001,8.7532147868,640,480,798
4794,,http://www.erfurt.de/webcam/domplatz.jpg,0,0,640,480,801
4837,,http://www.oldforge.net/webcam.jpg,43.7100885,-74.9734809,640,480,806
4936,,http://www.les7laux.com/~webcam/webcam3.jpg,45.2564689456,5.9944888329,640,480,807
4938,,http://www.les7laux.com/~webcam/webcam2.jpg,45.2472392909,6.0186689472,640,480,809
4949,,http://www.netikka.net/hans.bjorknas/image.jpg,63.096714148,21.6081443079,320,240,810
4952,Elko Nevada Weather,http://www.nvwx.com/nvwxcam.jpg,40.8324211,-115.7631232,864,486,811
4958,,http://www.trinum.com/ibox/champagny/Images/BouquetinSmall.jpg,44.1642603965,4.2836149941,320,240,812
5023,,http://www.solitour.info/coronadobeach.jpg,0,0,640,480,813
5025,,http://www.elektro-wagner.com/webcam/rathaus.jpg,50.3030932112,8.5708496847,1280,960,814
5046,,http://mardelplatawebcam.com.ar/img/webcam_plaza_colon.jpg,-37.9798584,-57.5897942,505,379,815
5161,"St. John&#39;s, the Narrows and the Harbour from Signal Hill",http://www.ntv.ca/cams/skycam1.jpg,0,0,640,480,817
5301,,http://www.jesner-edv.at/losm/bild2.jpg,0,0,640,480,820
5302,,http://www.jesner-edv.at/losm/bild1.jpg,0,0,640,480,821
5381,,http://khory.sumava.net/cam-mr/kh1/image.jpg,49.143900346,13.5553374196,1280,960,823
5403,Kampenhout,http://www.skystef.be/Kampenhout.jpg,50.94209,4.54981,640,480,824
5444,,http://windisgood.com/Webcams/Cookcam.jpg,48.408513,-123.362018,800,450,826
5512,Hudson River Pier Cam,http://www.erikthered.com/cam/reshcam_current.jpg,40.7360108,-74.0279374,640,480,828
5607,,http://www.scheveningenlive.nl/cam_1.jpg,52.107354338,4.2721033197,800,500,829
5636,,http://www.helios-hotels.com/jardin_hel.jpg,0,0,2048,1536,830
5644,,http://www.avendano.org/cam.jpg?1113765086671,40.4793697642,-3.6708556602,1920,1080,831
5646,Madiera 11,http://www.madeira-web.com/camera/preset-11/fullsize.jpg,32.6467608,-16.9126272,800,450,832
5649,Madiera 08,http://www.madeira-web.com/camera/preset-08/fullsize.jpg,32.6467608,-16.9126272,800,450,834
5651,Madiera 06,http://www.madeira-web.com/camera/preset-06/fullsize.jpg,32.6467608,-16.9126272,800,450,835
