,cameraid,old_cameraid,name,url,latitude,longitude,last_width,last_height,mhash
15,22,000210,WeatherBug Cam: Parsons High School,http://wwc.instacam.com/instacamimg/PARNS/PARNS_l.jpg,37.332138799999996,-95.28167020000001,640,480,22
16,23,000251,WeatherBug Headquarters,http://wwc.instacam.com/instacamimg/AWSHQ/AWSHQ_l.jpg,39.2009241,-77.26300479999999,1280,720,23
17,24,000257,St. Marys ES,http://wwc.instacam.com/instacamimg/ANNAS/ANNAS_l.jpg,38.9673,-76.6101,1280,720,24
18,25,000259,Northern HS,http://wwc.instacam.com/instacamimg/ACDNT/ACDNT_l.jpg,39.5894,-79.2309,1280,720,25
19,26,000260,Frostburg State University,http://wwc.instacam.com/instacamimg/FRSTB/FRSTB_l.jpg,39.6421,-78.9125,1280,720,26
20,27,000263,Crestwood Middle School,http://wwc.instacam.com/instacamimg/FRDCM/FRDCM_l.jpg,39.3934893,-77.4229503,1280,720,27
21,29,000267,Glenelg Country School,http://wwc.instacam.com/instacamimg/GLNLG/GLNLG_l.jpg,39.2597,-77.0126,640,480,29
22,30,000269,The Greens,http://wwc.instacam.com/instacamimg/IJAMS/IJAMS_s.jpg,39.3078834358581,-110.83256040485,640,360,30
23,31,000270,Middletown Valley,http://wwc.instacam.com/instacamimg/MIDTN/MIDTN_l.jpg,39.4309346,-77.5452658,1280,720,31
24,32,000271,Summit Ridge,http://wwc.instacam.com/instacamimg/MTAIR/MTAIR_l.jpg,39.4072,-77.214,1280,720,32
25,33,000273,Cecil Community College,http://wwc.instacam.com/instacamimg/NRTHU/NRTHU_l.jpg,39.5351,-75.89399999999999,1280,720,33
26,34,000280,Montcalm Area ISD (WILX TV 10 WeatherNet),http://wwc.instacam.com/instacamimg/STNTN/STNTN_l.jpg,43.2893,-85.0595,1280,720,34
27,36,000319,Cardinal Gibbons HS,http://wwc.instacam.com/instacamimg/RALGH/RALGH_l.jpg,35.8028563343022,-78.72873065951309,1280,720,36
28,37,000325,University of N Carolina at Charlotte,http://wwc.instacam.com/instacamimg/CHRLG/CHRLG_l.jpg,35.3076851551042,-80.73435079762059,1280,720,37
29,38,000338,Harrison Weather Center,http://wwc.instacam.com/instacamimg/HRSSN/HRSSN_l.jpg,38.897820107898205,-94.7562450439,640,480,38
30,39,000367,Vineland HS North,http://wwc.instacam.com/instacamimg/VINBE/VINBE_l.jpg,39.4655,-74.9652,1280,720,39
31,41,000387,Virgin Valley HS,http://wwc.instacam.com/instacamimg/MSQUT/MSQUT_l.jpg,36.4374,-114.7288,1280,720,41
32,42,000390,Pahrump Valley HS,http://wwc.instacam.com/instacamimg/PHRMP/PHRMP_l.jpg,36.2424,-116.1606,1280,720,42
33,43,000398,Red Rock Visitor Center,http://wwc.instacam.com/instacamimg/LSVRR/LSVRR_l.jpg,36.168,-115.3691,1280,720,43
34,44,000428,Monroe Woodbury Computer Center,http://wwc.instacam.com/instacamimg/HRRMN/HRRMN_l.jpg,41.3005,-74.1249,1280,1024,44
35,46,000444,Hampton Bays ES,http://wwc.instacam.com/instacamimg/HAMPT/HAMPT_l.jpg,40.9223,-72.637,640,480,46
36,51,000505,Frenchglen ES,http://wwc.instacam.com/instacamimg/FRNCH/FRNCH_l.jpg,43.562,-119.0786,640,480,51
37,52,000513,Mount Pleasant Jr Sr HS,http://wwc.instacam.com/instacamimg/MNTPL/MNTPL_l.jpg,40.2022,-79.6099,1280,720,52
38,53,000515,Punxsutawney Weather Discovery Center,http://wwc.instacam.com/instacamimg/PNXST/PNXST_l.jpg,40.9445,-78.9798,640,480,53
39,54,000520,Bradford Area SD,http://wwc.instacam.com/instacamimg/BRDFD/BRDFD_l.jpg,41.8623,-78.6373,640,480,54
40,55,000521,West Perry SD,http://wwc.instacam.com/instacamimg/LYSVL/LYSVL_l.jpg,40.4068,-77.2925,1280,800,55
41,57,000529,Mifflinburg ASD,http://wwc.instacam.com/instacamimg/MFFLN/MFFLN_l.jpg,40.9478,-77.01100000000001,640,480,57
42,58,000536,College Misericordia,http://wwc.instacam.com/instacamimg/DALLS/DALLS_l.jpg,41.2711,-75.9996,1280,720,58
43,60,000571,Deadwood Elks Lodge 508,http://wwc.instacam.com/instacamimg/DEDWD/DEDWD_l.jpg,44.3648,-103.7357,1280,720,60
44,61,000573,Pine Ridge Hospital,http://wwc.instacam.com/instacamimg/PNRDG/PNRDG_l.jpg,43.0243,-102.5352,1280,720,61
45,62,000574,Spearfish HS,http://wwc.instacam.com/instacamimg/SPRFH/SPRFH_l.jpg,44.5004376976028,-103.861985457147,640,480,62
46,64,000578,Adventure Science Center,http://wwc.instacam.com/instacamimg/NSHV1/NSHV1_l.jpg,36.1468274447837,-86.7753335349529,1280,720,64
47,65,000581,WTVC-TV,http://wwc.instacam.com/instacamimg/WTVCT/WTVCT_l.jpg,35.0673,-85.25,640,480,65
48,66,000597,The Lamplighter School,http://wwc.instacam.com/instacamimg/LAMPL/LAMPL_l.jpg,32.7673,-96.7776,640,480,66
49,68,000602,Jesuit College Prep School,http://wwc.instacam.com/instacamimg/DLSL1/DLSL1_l.jpg,32.7673,-96.7776,1280,720,68
50,69,000613,Camp Sweeney,http://wwc.instacam.com/instacamimg/WHTSB/WHTSB_l.jpg,33.7020837,-96.9954671,1280,720,69
51,70,000623,"'Moody Gardens, Inc.'",http://wwc.instacam.com/instacamimg/GLVST/GLVST_l.jpg,37.427458292530204,-113.00382503018,1280,720,70
52,71,000627,KAVU-TV,http://wwc.instacam.com/instacamimg/KAVUT/KAVUT_l.jpg,28.7774,-97.0266,640,480,71
53,73,000654,Zion Canyon Theatre,http://wwc.instacam.com/instacamimg/ZPRNG/ZPRNG_l.jpg,0.0,0.0,1280,720,73
54,74,000657,Bull Run ES,http://wwc.instacam.com/instacamimg/BULRN/BULRN_l.jpg,38.8195,-77.4557,1280,720,74
55,76,000669,Shenandoah National Park,http://wwc.instacam.com/instacamimg/LRAY1/LRAY1_l.jpg,38.646,-78.4812,1280,720,76
56,77,000684,WDBJ,http://wwc.instacam.com/instacamimg/RNKCS/RNKCS_l.jpg,37.2979,-79.9877,1280,720,77
57,78,000686,Auburn Middle School,http://wwc.instacam.com/instacamimg/RNRMS/RNRMS_l.jpg,37.0579,-80.4363,1280,720,78
58,79,000688,WCYB-TV5,http://wwc.instacam.com/instacamimg/WCYBT/WCYBT_l.jpg,36.6138,-82.1762,640,480,79
59,80,000695,Institute For Advanced Learning and Research,http://wwc.instacam.com/instacamimg/DNVAL/DNVAL_l.jpg,36.6035,-79.3762,640,480,80
60,82,000707,Wishkah Valley School,http://wwc.instacam.com/instacamimg/ABEDN/ABEDN_l.jpg,47.117572487344,-123.771196192551,640,480,82
61,83,000790,GOES Western US SECTOR Visible Image,http://www.goes.noaa.gov/GIFS/WCVS.JPG,52.74959372,-155.5664063,640,480,83
62,86,000864,"'Viseu, Portugal'",http://abss.no-ip.info/viseu.jpg,40.656586100000006,-7.91247120000003,352,288,86
63,87,000894,Granite Island Light Station Cam 9 (ptz),http://www.graniteisland.com/webcams/cam1_axiscam9.jpg,46.718999999999994,-87.40700000000001,352,240,87
64,88,000909,Eternal Sunset,http://summerhome.com/baycam/image.jpg,41.868663,-70.008607,704,480,88
65,89,001022,Alaska DMV cam,https://online.dmv.alaska.gov/DMVWebCams/Bensons/benson.jpg,61.193199260898396,-149.907439588068,640,480,89
66,90,001047,"Forsyth County-Greensboro-Winston Salem-High Point, NC",http://forsyth.cc/EAP/Images/hazecam/NC_1.JPG,53.5534079127236,9.99741664531252,480,360,90
67,92,001077,,http://wc2.dartmouth.edu/jpg/image.jpg,43.7055592,-72.2888455,640,480,92
68,93,001092,,http://148.61.151.202/jpg/image.jpg,-27.083310316157302,27.438098296183895,640,480,93
69,94,001093,,http://148.61.49.119/jpg/image.jpg,37.412933200000005,-4.496100800000019,640,480,94
70,95,001193,,http://131.188.69.22/jpg/image.jpg?videos=one,56.386362276462705,-94.3173778259,800,500,95
71,96,001217,,http://195.113.207.238/jpg/image.jpg,49.606394654852295,15.578897936245802,640,480,96
72,97,001227,,http://85.199.1.130/jpg/image.jpg,41.7019520096804,44.8180950982971,704,576,97
73,98,001284,,http://148.61.49.118/jpg/image.jpg,42.778702,-86.07499200000001,640,480,98
74,99,001306,,http://webcam-2.hartford.edu/jpg/image.jpg,41.7970568,-72.72003659999999,640,480,99
75,102,001361,,http://gallerycam.ucsd.edu/jpg/image.jpg,32.8826707,-117.2351222,704,480,102
76,103,001363,,http://webcam01.ecn.purdue.edu/jpg/image.jpg,32.8779104,-117.2068,640,480,103
77,104,001366,,http://webcam5.bowdoin.edu:4200/jpg/image.jpg,43.906732399999996,-69.96379329999999,1920,1080,104
78,105,001378,,http://flightcam1.pr.erau.edu/jpg/image.jpg,34.616730600000004,-112.44972820000001,1920,1080,105
79,107,001451,,https://images.webcams.travel/original/1220423291.jpg ,58.380054799999996,26.7225267,400,224,107
80,108,001566,,http://150.214.222.100/jpg/image.jpg?imagepath=/mpeg4/video.sdp,40.5049098700011,-4.304589358389991,1280,960,108
81,110,001598,,http://webcam.gordon.edu/jpg/image.jpg,0.0,0.0,480,270,110
82,111,001599,,http://lioncam1.lmu.edu/jpg/image.jpg,39.972482981441395,-105.357062933984,1920,1080,111
83,112,001612,http://hncam1.hn.psu.edu/axis-cgi/jpg/image.cgi?resolution=320x240,http://hncam1.hn.psu.edu/axis-cgi/jpg/image.cgi?resolution=640x480,-34.6625849972,-58.364881741000005,640,480,112
84,113,001641,,http://www.bartboos.com/image.jpg,0.0,0.0,768,432,113
85,114,001677,,http://rachleff.org/axis-cgi/jpg/image.cgi?camera=1&amp,0.0,0.0,-121,328,114
86,126,002002,I-90 Rocky Canyon,http://images.wsdot.wa.gov/rweather/rocky_medium.jpg,47.089,-120.743,320,261,126
87,149,002033,3rd / Washington,http://images.wsdot.wa.gov/spokane/i90/cctv029.jpg,47.653496000000004,-117.417976,352,280,149
88,156,002040,I-82 Outlook,http://images.wsdot.wa.gov/rweather/Medium_Outlook.jpg,46.33,-120.094,320,253,156
89,160,002045,I-82 Union Gap,http://images.wsdot.wa.gov/rweather/Medium_uniongap.jpg,46.538999999999994,-120.471,320,253,160
90,161,002048,I-82 Manastash Ridge Summit,http://images.wsdot.wa.gov/rweather/UMRidge_medium.jpg,46.881,-120.425,320,261,161
91,166,002063,Hwy2 Winton Road,http://images.wsdot.wa.gov/rweather/winton.jpg,47.736000000000004,-120.73899999999999,320,239,166
92,167,002067,YakimaCountyLine US 97 @ MP 34,http://images.wsdot.wa.gov/rweather/Medium_Us97@YakimaCountyLine.jpg,46.039673,-120.57713799999999,320,250,167
93,168,002069,Delaney on US 12 @ MP 381.3,http://images.wsdot.wa.gov/rweather/Medium_Delaney@us12.jpg,46.494089,-117.96796699999999,320,261,168
94,169,002072,Queets on SR 101 @ MP 151.7,http://images.wsdot.wa.gov/rweather/Medium_Queets.jpg,47.534343,-124.335867,352,261,169
95,179,002088,Uniontown,http://images.wsdot.wa.gov/rweather/Medium_Uniontown2.jpg,46.547,-117.095,320,239,179
96,185,002094,Colfax US195,http://images.wsdot.wa.gov/spokane/sr195/colfax.jpg,46.885,-117.36399999999999,640,520,185
97,206,002191,La Push WA,http://webcam.forkswa.com/webcam1/netcam.jpg,47.9054293249054,-124.634195531738,800,600,206
98,206,019580,La Push WA,http://webcam.forkswa.com/webcam1/netcam.jpg,47.9054293249054,-124.634195531738,800,600,206
99,209,002201,Morton,http://home.lewiscounty.com/~mortonwebcam/fullsize.jpg,46.546842,-122.264573,320,240,209
100,210,002203,,http://www.tripcheck.com/RoadCams/cams/CapeCove_pid618.jpg?0.9729578,0.0,0.0,328,295,210
101,227,002232,,http://www.tripcheck.com/RoadCams/cams/US20atTombstone_pid1354.jpg?0.8276483,0.0,0.0,328,314,227
102,234,002251,,http://www.tripcheck.com/RoadCams/cams/I-5atExit6_pid625.jpg?6.846255E-02,0.0,0.0,328,314,234
103,240,002269,,http://www.tripcheck.com/RoadCams/cams/BlyMtn_pid606.jpg?0.9504053,0.0,0.0,328,314,240
104,296,002335,,http://www.tripcheck.com/RoadCams/cams/i84metro_pid588.jpg?0.4401819,0.0,0.0,328,295,296
105,310,002349,,http://www.tripcheck.com/RoadCams/cams/i205pres_pid542.jpg?9.533328E-02,0.0,0.0,328,295,310
106,335,002378,Alpowa Summit,http://images.wsdot.wa.gov/rweather/alpowa_medium.jpg,46.435,-117.42399999999999,320,253,335
107,336,002385,"Smiths Ferry - SH-55, M.P. 97.2",http://birice.vaisala.com/photos/02A771B8_06E40F64_cam1.jpg,44.301109999999994,-116.08912,640,480,336
108,337,002386,"Cakdwll - I-84, M.P. 27.6",http://birice.vaisala.com/photos/0338E1B4_0642075C_cam1.jpg,43.6706,-116.67773999999999,640,480,337
109,338,002389,Elk City NW,http://birice.vaisala.com/photos/03814485_066AB299_cam1.jpg,45.8249,-115.4446,640,480,338
110,340,002392,Veterans Memorial Bridge,http://birice.vaisala.com/photos/02D714D0_F90B0DB1_CAM1.jpg,47.648999999999994,-116.715,640,480,340
111,341,002394,"Willow Creek Summit - US-93, M.P. 138.7",http://birice.vaisala.com/photos/02DA39EF_05C41D33_cam1.jpg,44.23082,-113.97541000000001,640,480,341
112,342,002396,"Smiley Creek Airport SH-75, M.P. 165",http://birice.vaisala.com/photos/03778B5F_06013F28_cam2.jpg,43.91301,-114.796526,1280,720,342
113,343,002398,"Flying-Wye - I-84, M.P. 49",http://birice.vaisala.com/photos/0322B49F_06ABF228_cam1.jpg,43.57524,-116.24349,640,480,343
114,344,002399,"Black Canyon - I-84, M.P. 13",http://birice.vaisala.com/photos/036CB198_0623C0B5_cam1.jpg,43.86522,-116.77696,640,480,344
115,345,002400,,http://birice.vaisala.com/photos/03117579_06027467_cam1.jpg,42.5678120193795,-113.76022346812701,640,480,345
116,346,002402,"Rogerson - US-93, M.P. 17",http://birice.vaisala.com/photos/02B7A3C4_06BA7ADC_cam2.jpg,42.214494,-114.594378,1280,720,346
117,349,002407,,http://birice.vaisala.com/photos/03609136_06043373_cam1.jpg,42.8899620230447,-112.62490857001998,640,480,349
118,350,002408,"Botts - SH-33, M.P. 120.3",http://birice.vaisala.com/photos/036F71CE_0641440C_cam1.jpg,43.87815,-111.3629,640,480,350
119,351,002409,,http://birice.vaisala.com/photos/02DCE69D_0667CC69_cam1.jpg,0.0,0.0,640,480,351
120,358,002419,"Boulder Summit - US-30, M.P. 452",http://birice.vaisala.com/photos/02864822_0699DE56_cam1.jpg,42.209717,-111.10909199999999,640,480,358
121,360,002421,"Malad Summit - I-15, M.P. 24",http://birice.vaisala.com/photos/02D83004_06732CB0_cam1.jpg,42.34279,-112.22735,640,480,360
122,395,002461,I-15 NB @ 500 W / US-89 / MP 318.1,http://www.commuterlink.utah.gov/1_devices/aux5131.jpeg,40.1611526384164,-76.2943309146207,320,240,395
123,440,002509,I-15 NB @ 1100 S / MP 306.53,http://www.commuterlink.utah.gov/1_devices/aux112.jpeg,40.746844,-111.901307,320,240,440
124,451,002521,I-215 W NB @ California Ave. / 1330 S / MP 20.6,http://www.commuterlink.utah.gov/1_devices/aux37.jpeg,39.464174472399996,-116.5156955,320,240,451
125,463,002535,5600 W / SR-172 @ 3500 S / SR-171,http://www.commuterlink.utah.gov/1_devices/aux288.jpeg,40.696646,-112.025074,320,240,463
126,478,002553,I-215 W NB @ 3500 S / SR-171 / MP 17.58,http://www.commuterlink.utah.gov/1_devices/aux31.jpeg,40.698177,-111.949276,320,240,478
127,482,002557,Constitution Blvd. / 2700 W @ 3100 S,http://www.commuterlink.utah.gov/1_devices/aux175.jpeg,40.703931,-111.95881000000001,320,240,482
128,503,002580,I-80 @ 2000 E / MP 126.2,http://www.commuterlink.utah.gov/1_devices/aux60.jpeg,40.713392,-111.832132,320,240,503
129,505,002582,I-80 EB @ Mouth of Parley`s Canyon / MP 128.23,http://www.commuterlink.utah.gov/1_devices/aux67.jpeg,40.709201,-111.79682,320,240,505
130,509,002587,I-80 / Parley`s Canyon EB @ Exit 130 to SB I-215 E / MP 128.5,http://www.commuterlink.utah.gov/1_devices/aux68.jpeg,40.710867,-111.79120800000001,320,240,509
131,513,002591,I-80 / Parley`s Canyon WB @ Lamb`s Canyon Rd. Exit Ramp / MP 136.45,http://www.commuterlink.utah.gov/1_devices/aux163.jpeg,40.742937,-111.664414,320,240,513
132,519,002597,I-80 / Parley`s Canyon WB @ East Canyon / SR-65 Entrance Ramp / MP 133.61,http://www.commuterlink.utah.gov/1_devices/aux157.jpeg,40.753271999999996,-111.715699,320,240,519
133,535,002613,I-215 E NB @ Parley`s Canyon / 2900 S / MP 1.3,http://www.commuterlink.utah.gov/1_devices/aux148.jpeg,40.707640999999995,-111.79255900000001,320,240,535
134,580,002666,I-80 / Parley`s Canyon EB @ Milepost 136.95,http://www.commuterlink.utah.gov/1_devices/aux164.jpeg,40.741377,-111.653871,320,240,580
135,647,002749,Wyo Hill,http://www.wyoroad.info/highway/webcameras/I25WyoHill/I25WyoHillSouth.jpg,41.047461,-104.8901,1280,720,647
136,648,002750,"Wyo Hill S, N",http://www.wyoroad.info/highway/webcameras/I25WyoHill/I25WyoHillNorth.jpg,41.047353,-104.88968700000001,1280,720,648
137,649,002751,Cheyenne South POE,http://www.wyoroad.info/highway/webcameras/I25CheyennePOE/I25CheyennePOE.jpg,41.07868,-104.856018,704,480,649
138,652,002754,,http://www.wyoroad.info/highway/webcameras/I25Whitaker/RoadSurface.jpg,0.0,0.0,1280,720,652
139,658,002760,900 E Center St - Provo,http://www.commuterlink.utah.gov/1_devices/aux14276.jpeg,40.233958,-111.643235,320,240,658
140,663,002768,"Casper W, Mountain",http://www.wyoroad.info/highway/webcameras/I25Casper/I25CasperMountain.jpg,42.857127,-106.297772,1280,720,663
141,666,002771,"Bordeaux N, S",http://www.wyoroad.info/highway/webcameras/I25Bordeaux/I25BordeauxSouth.jpg,41.930778000000004,-104.943591,704,576,666
142,668,002774,"Creston Junction I80 W, Gate, E",http://www.wyoroad.info/highway/webcameras/I80CrestonJct/I80CrestonJctEast.jpg,41.729371,-107.724102,1280,720,668
143,673,002779,Tavern,http://www.wyoroad.info/highway/webcameras/I80SummitTavern/I80TavernWest.jpg,41.188818,-105.423818,704,480,673
144,675,002781,Harriman,http://www.wyoroad.info/highway/webcameras/I80Harriman/I80HarrimanWest.jpg,41.098696999999994,-105.1589,704,480,675
145,678,002784,,http://www.wyoroad.info/highway/webcameras/I80Roundtop/I80RoundtopGate.jpg,0.0,0.0,1280,720,678
146,683,002791,Laramie East,http://www.wyoroad.info/highway/webcameras/I80Laramie/I80LaramieEast.jpg,41.28597,-105.522001,704,480,683
147,684,002792,,http://www.wyoroad.info/highway/webcameras/I90PineyCreek/I90PineyCreekSBridge.jpg,0.0,0.0,1280,720,684
148,685,002793,Sheridan,http://www.wyoroad.info/highway/webcameras/I90Sheridan/I90Sheridan.jpg,44.772951,-106.936128,704,480,685
149,689,002799,Lander US287,http://www.wyoroad.info/highway/webcameras/US287Lander/US287Lander.jpg,42.830277,-108.722928,704,480,689
150,695,002805,"Vedauwoo W, E, Rocks",http://www.wyoroad.info/highway/webcameras/I80Vedauwoo/I80Vedauwoo.jpg,41.146214,-105.382149,1280,720,695
151,696,002806,,http://www.wyoroad.info/highway/webcameras/I80Vedauwoo/I80VedauwooEast.jpg,0.0,0.0,1280,720,696
152,697,002807,Vedauwoo,http://www.wyoroad.info/highway/webcameras/I80Vedauwoo/I80VedauwooWest.jpg,41.146243,-105.381979,1280,720,697
153,700,002811,Teton Pass,http://www.wyoroad.info/highway/webcameras/Wyo22TetonPass/Wyo22TetonPassWest.jpg,43.498733,-110.95619599999999,704,480,700
154,701,002812,WYO 22 Teton Pass mp 11.2 - W and E,http://www.wyoroad.info/highway/webcameras/WYO22TetonPass/WYO22TetonPassEast.jpg,43.497424,-110.955211,704,480,701
155,702,002813,View of Jackson Hole Valley to the East,http://www.wyoroad.info/highway/webcameras/WYO22TetonPass/WYO22TetonPassValley.jpg,43.492213,-110.916688,704,480,702
156,703,002816,"Belle Fouche WYO59 S, N",http://www.wyoroad.info/highway/webcameras/WYO59BelleFourche/WYO59BelleFourcheNorth.jpg,43.930912,-105.446593,704,480,703
157,704,002817,Louis Lake,http://www.wyoroad.info/highway/webcameras/Wyo28SouthPass/Wyo28LouisLakeWest.jpg,42.507244,-108.78906200000002,800,450,704
158,705,002818,"Louis Lake WYO28 W, Parking",http://www.wyoroad.info/highway/webcameras/Wyo28SouthPass/WYO28LouisLakeParking.jpg,42.505814,-108.78831299999999,800,450,705
159,706,002823,Cheyenne River,http://www.wyoroad.info/highway/webcameras/Wyo59CheyenneRiver/Wyo59CheyenneRiver.jpg,43.311463,-105.350025,704,480,706
160,707,002824,Frannie POE,http://www.wyoroad.info/highway/webcameras/US310FranniePOE/US310FranniePOE.jpg,44.962315999999994,-108.623721,704,480,707
161,708,002825,"Pumpkin Vine SE, NW, Comanche Peak",http://www.wyoroad.info/highway/webcameras/US287PumpkinVine/US287PumpkinVineComanchePeak.jpg,41.051949,-105.468876,1280,720,708
162,711,002833,"South Pass W, E",http://www.wyoroad.info/highway/webcameras/Wyo28SouthPass/Wyo28NewSouthPassEast.jpg,42.477025,-108.844136,704,480,711
163,748,003297,Mt.Washington Van.Is. BC,http://www.milehigh.ca/milehigh_netcam/large.jpg,49.7522678667,-125.296347435,550,412,748
164,750,003310,Mountainbase Live Netcam (Sierras),http://www.mountainbase.com/Webcam/cam.jpg,35.1321877,-118.44897390000001,640,480,750
165,753,003419,,http://webcam01.ecn.purdue.edu/axis-cgi/jpg/image.cgi?resolution=640x480&amp,0.0,40.4291320619522,323,640,753
166,756,003519,,http://sciencecentercam.fas.harvard.edu/axis-cgi/jpg/image.cgi?camera=1&amp,0.0,1155310940187.0,-71,328,756
167,756,003596,,http://sciencecentercam.fas.harvard.edu/axis-cgi/jpg/image.cgi?camera=1&amp,0.0,1155310940187.0,-71,328,756
168,757,003553,,http://grovecam.iup.edu/axis-cgi/jpg/image.cgi,40.6135171,-79.16190809999999,320,240,757
169,758,003561,,http://85.199.1.130/axis-cgi/jpg/image.cgi?showlength=1,0.0,0.0,704,576,758
170,759,003519,,http://sciencecentercam.fas.harvard.edu/axis-cgi/jpg/image.cgi?camera=1&amp,0.0,44.693427202262,328,704,759
171,759,003596,,http://sciencecentercam.fas.harvard.edu/axis-cgi/jpg/image.cgi?camera=1&amp,0.0,44.693427202262,328,704,759
172,761,003790,,http://www.webcamticino.ch/mobotix/klein06.jpg,0.0,0.0,160,120,761
173,762,003791,,http://www.kapstadt.de/webcam.jpg,-33.9248685,18.424055300000003,1000,750,762
174,762,008451,,http://www.kapstadt.de/webcam.jpg,-33.9248685,18.424055300000003,1000,750,762
175,763,003807,,http://www.webcamticino.ch/mobotix/current.jpg,0.0,0.0,640,480,763
176,764,003815,,http://www.arolla.com/pigne/pignex.jpg,46.0215,7.48164,1280,960,764
177,766,003909,,http://www.helios-hotels.com/frontline.jpg,39.695262899999996,3.0175712000000203,1280,720,766
178,767,003913,,http://www.mardelplatawebcam.com.ar/img/webcam_plaza_colon.jpg,-38.0062367,-57.54517,505,379,767
179,768,003917,,http://weather.cs.uit.no/wcam0_snapshots/wcam0_latest_small.jpg,0.0,0.0,640,360,768
180,769,004112,,http://common.snow.com/mtncams/horseshoebowl.jpg,0.0,0.0,640,480,769
181,770,004113,Mountain Cams,http://common.snow.com/Mtncams/peak8vista.jpg,39.4730877,-106.08516570000002,1280,720,770
182,770,015953,Mountain Cams,http://common.snow.com/Mtncams/peak8vista.jpg,39.4730877,-106.08516570000002,1280,720,770
183,771,004114,,http://common.snow.com/Mtncams/brecksnowcam.jpg,0.0,0.0,640,480,771
184,772,004118,,http://common.snow.com/mtncams/riverrun.jpg,39.6066125,-105.9450159,1280,720,772
185,773,004122,,http://common.snow.com/Mtncams/bc_phq.jpg,39.634907,-106.52561399999999,1280,720,773
186,774,004123,,http://common.snow.com/Mtncams/redtail.jpg,0.0,0.0,1280,720,774
187,775,004124,,http://common.snow.com/mtncams/bc_icerink.jpg,39.6046128,-106.51716100000002,640,480,775
188,776,004125,Beaver Creek,http://common.snow.com/Mtncams/spruce_saddle.jpg,39.576784100000005,-106.52433870000002,1280,720,776
189,777,004127,,http://common.snow.com/Mtncams/buffalos.jpg,0.0,0.0,640,360,777
190,778,004129,,http://common.snow.com/Mtncams/twoelk.jpg,39.5997082,-106.32975,640,360,778
191,779,004130,Vail Ski Resort Mountain Cams,http://common.snow.com/Mtncams/wildwood.jpg,39.641265000000004,-106.37498799999999,640,360,779
192,780,004181,UA East Mall,http://wyant.optics.arizona.edu/webcam32.jpg,46.7534229991421,109.39119429432199,640,480,780
193,781,004188,Longyearbyen - west,http://www.svein-nordahl.com/02-gruvedalen.jpg,78.222404,15.6480943,800,400,781
194,782,004218,Lavik,http://fjordcam.nedernorge.net/webcam.jpg,61.105529785200005,5.50733041763,853,480,782
195,784,004297,Piazza Castello - Turin,http://www.regione.piemonte.it/webcam/im/fc_alfiere.jpg,45.0715298547,7.684651033730001,352,288,784
196,787,004390,,http://www.supermeteo.com/supersano2.jpg,0.0,0.0,640,480,787
197,788,004391,,http://www.supermeteo.com/supersano1.jpg,0.0,0.0,640,480,788
198,789,004401,,http://www.hotelcalabona.com/webcam/alghero.jpg,0.0,0.0,640,480,789
199,791,004433,,http://www.arolla.com/mt-collon/mtcollon.jpg?1174755254421,46.0239625,7.479144,1280,960,791
200,792,004442,,http://www.fossombronemeteo.it/webcam1/webcam.jpg,0.0,0.0,1024,768,792
