104,Jackson Hole Ski Resort - Top of Tram,http://www.jacksonhole.com/webcam/codybowl.jpg,0.0,0.0,3087,1280,720,1,0,
105,Jackson Hole Ski Resort - Top of Thunder Chair looking at top of Gondola,http://www.jacksonhole.com/webcam/guncam.jpg,0.0,0.0,3088,1920,1080,1,0,
106,Brooks Lake Lodge Web Cam,http://www.brookslake.com/netcam.jpg,43.7473346,-110.0077166,3089,1024,768,1,0,
107,Hunky's Technical Services Webcam,http://www.hunkydory.cc/weather/Image.jpg,42.7438412,-110.9335853,3090,640,480,1,0,
108,DayWeather WeatherCam - Keystone Wyoming USA - 6192 feet,http://dayweather.com/keystone/ispy.jpg,0.0,0.0,3091,640,480,1,0,
109,University of Wyoming PastureCam,http://www.uwagec.org/pasturecam/camera1.jpg,41.3091948,-105.610542,3092,2592,1944,1,0,
115,Eternal Sunset,http://www.hotelcalabona.it/webcam/alghero.jpg,40.55,8.31667,3098,640,480,1,0,
116,Eternal Sunset,http://webcam.usask.ca/cgi-bin/getcam.cgi?camera=axiscam2,52.1167,-106.633,3099,640,480,1,0,
117,Lighthouse and Dock Webcams,http://www.tawasbayweather.com/images/webcam1.jpg,44.2799888,-83.4782752,3100,640,480,1,0,
120,Eternal Sunset,http://boulderflatironcam.com/bfc/bfc.jpg,39.59,-105.08,3103,1024,576,1,0,
121,Big Creek Marina,http://mesonet.agron.iastate.edu/data/camera/640x480/KCCI-034.jpg,0.0,0.0,3104,640,480,1,0,
123,Cedar Falls/UNI,http://mesonet.agron.iastate.edu/data/camera/640x480/KCRG-012.jpg,42.5237670666,-92.4391362904,3106,640,480,1,0,
126,Dubuque,http://mesonet.agron.iastate.edu/data/camera/640x480/KCRG-005.jpg,42.5005583,-90.6645718,3109,640,480,1,0,
128,Huron,http://mesonet.agron.iastate.edu/data/camera/640x480/KELO-003.jpg,41.036702,-91.0340335,3111,640,480,1,0,
130,Iowa City,http://mesonet.agron.iastate.edu/data/camera/640x480/KCRG-006.jpg,41.6611277,-91.5301683,3113,640,480,1,0,
131,ISU Ag Farm,http://mesonet.agron.iastate.edu/data/camera/640x480/KCCI-027.jpg,0.0,0.0,3114,640,480,1,0,
132,ISU Ames,http://mesonet.agron.iastate.edu/data/camera/640x480/KCCI-016.jpg,42.0278131288,-93.6443330901,3115,640,480,1,0,
134,Mitchell,http://mesonet.agron.iastate.edu/data/camera/640x480/KELO-002.jpg,43.3211111,-92.8702778,3117,640,480,1,0,
135,Monticello,http://mesonet.agron.iastate.edu/data/camera/640x480/KCRG-002.jpg,42.2383351,-91.1870937,3118,640,480,1,0,
137,Pella,http://mesonet.agron.iastate.edu/data/camera/640x480/KCCI-006.jpg,0.0,0.0,3120,640,480,1,0,
140,Stuart,http://mesonet.agron.iastate.edu/data/camera/640x480/KCCI-033.jpg,0.0,0.0,3123,640,480,1,0,
143,Washington,http://mesonet.agron.iastate.edu/data/camera/640x480/KCRG-003.jpg,41.3014077,-91.6916417,3126,640,480,1,0,
145,Etosha Safari Lodge Webcam updates every 5 minutes - View North,http://weather.namsearch.com/etosha.jpg,42.9259941468188,-74.9609375,3128,640,480,1,0,
146,Martigny: Vue sur le Catogne,http://images.webcams.travel/original/1177877762.jpg,0.0,0.0,3129,400,224,1,0,
147,Cannon Beach,http://www.instacam.com/instacamimg/CNHNB/CNHNB_l.jpg,45.8763887424,-123.962342792,3130,1280,720,1,0,
150,La Push WA,http://webcam.forkswa.com/webcam1/netcam.jpg,47.9054293249047,-124.635740484131,3133,800,600,1,0,
151,OSU Webcams - Memorial Union,http://webcam.oregonstate.edu/cam/mu/live/live.jpg?1339168014228,44.5640033,-123.2747343,3134,1024,768,1,0,
153,Multi-Animal Teaching Facility,http://webcam.oregonstate.edu/cam/animal/live/live.jpg?673580679,0.0,0.0,3136,1024,768,1,0,
154,Goss Stadium,http://webcam.oregonstate.edu/cam/baseball/live/live.jpg?453315409,0.0,0.0,3137,1280,720,1,0,
155,Hatfield Marine Science Center,http://webcam.oregonstate.edu/cam/hmsc/live/live.jpg?940348292,44.6245471,-124.0476393,3138,1280,720,1,0,
156,Marys Peak Realtime Observatory,http://webcam.oregonstate.edu/cam/maryspeak/live/live.jpg?1755217686,44.5584126189,-123.278121948,3139,1020,756,1,0,
157,Yosemity Falls,http://pixelcaster.com/yosemite/webcams/yosfalls.jpg,37.755,-119.5972222,3140,1280,720,1,0,
164,CABO SAN LUCAS,http://webcamsdemexico.net/cabos1/live.jpg,0.0,0.0,3147,800,600,1,0,
165,New Port Richey Weather Cam,http://www.aprsfl.net/cam/images-cam/image.jpg,28.2441768,-82.7192671,3148,672,512,1,0,
166,Bonny Hills, Australia 3,http://www.bonnyhillsbeachhouse.com.au/webcam_files/surfcam_980x734.jpg,-31.580181,152.83001,3149,979,551,1,0,
168,Notrees, TX,http://72.48.231.13/axis-cgi/jpg/image.cgi?resolution=704x480,0.0,0.0,3151,704,480,1,0,
169,Barstow, TX,http://72.48.232.148/axis-cgi/jpg/image.cgi?resolution=704x480,0.0,0.0,3152,704,480,1,0,
172,DUC, Washington University in St. Louis,http://128.252.39.27/SnapshotJPEG?Resolution=1280x960&amp,0.0,0.0,3155,0,328,1,0,
173,Francis Field, Washington University in St. Louis,http://128.252.163.102/SnapshotJPEG?Resolution=1280x960&amp,0.0,0.0,3156,0,328,1,0,
175,Yosemite, Half Dome,http://pixelcaster.com/yosemite/webcams/ahwahnee2.jpg,37.7461111,-119.5330555,3158,1296,960,1,0,
176,Yosemite, High Sierra,http://pixelcaster.com/yosemite/webcams/sentinel.jpg,37.7705963,-119.5107708,3159,1024,576,1,0,
177,SLOweather.com Cams,http://wx.sloweather.com/images/towncam.jpg,35.2690965,-120.6707693,3160,640,480,1,0,
198,I-85 S OF OLD NATIONAL,http://cdn.511ga.org/cameras/GDOT-CAM-192.jpg,33.622548,-84.4812,3181,720,480,1,0,
232,I-85 AT GA 400 RAMPS,http://cdn.511ga.org/cameras/GDOT-CAM-037.jpg,33.8171,-84.363096,3215,1280,720,1,0,
250,SR166 AT I-285,http://cdn.511ga.org/cameras/GDOT-CAM-048.jpg,33.686472,-84.50112,3233,352,240,1,0,
253,SR166 AT DODSON DR,http://cdn.511ga.org/cameras/GDOT-CAM-051.jpg,33.694356,-84.469856,3236,352,240,1,0,
254,SR166 E OF DODSON DR,http://cdn.511ga.org/cameras/GDOT-CAM-052.jpg,33.6975,-84.4648,3237,352,240,1,0,
268,I-285 W (INNER LOOP) 1ST INSIDE 5TH RUNWAY TUNNEL,http://cdn.511ga.org/cameras/GDOT-CAM-664.jpg,33.624844,-84.42876,3251,352,240,1,0,
272,I-285 LOOP RD - LOOKS AT CMS 207,http://cdn.511ga.org/cameras/GDOT-CAM-669.jpg,33.629544,-84.42024,3255,1920,1080,1,0,
325,I-75/85 AT WILLIAMS ST,http://cdn.511ga.org/cameras/GDOT-CAM-097.jpg,33.7672,-84.3892,3308,1920,1080,1,0,
334,SR166 W OF NEWNAN ST,http://cdn.511ga.org/cameras/GDOT-CAM-056.jpg,33.696948,-84.439664,3317,352,240,1,0,
336,SR166 AT US 19,http://cdn.511ga.org/cameras/GDOT-CAM-060.jpg,33.694084,-84.407872,3319,352,240,1,0,
343,I-475 TOBESOFKEE CRK,http://cdn.511ga.org/cameras/BIBB-CAM-010.jpg,32.76469,-83.710224,3326,352,240,1,0,
346,I-475 US 80,http://cdn.511ga.org/cameras/BIBB-CAM-018.jpg,32.807144,-83.72384,3329,352,240,1,0,
349,I-475 COLUMBUS RD,http://cdn.511ga.org/cameras/BIBB-CAM-021.jpg,32.817932,-83.729488,3332,352,240,1,0,
351,I-475 MILE POST 5,http://cdn.511ga.org/cameras/BIBB-CAM-023.jpg,32.828774,-83.731368,3334,352,240,1,0,
359,I-475 MILE POST 10,http://cdn.511ga.org/cameras/BIBB-CAM-033.jpg,32.888038,-83.776888,3342,352,240,1,0,
364,I-475 MILE POST 14.5,http://cdn.511ga.org/cameras/BIBB-CAM-039.jpg,32.943028,-83.811768,3347,352,240,1,0,
370,I-75 RIVERSIDE DR,http://cdn.511ga.org/cameras/BIBB-CAM-536.jpg,32.918788,-83.709096,3353,720,480,1,0,
384,I-675 S OF I-285,http://cdn.511ga.org/cameras/GDOT-CAM-618.jpg,33.671388,-84.326096,3367,720,480,1,0,
435,US 12,http://www.dot.wisconsin.gov/travel/madison/cameras/cam210.jpg,43.037238,-89.453173,3418,352,260,1,0,
449,I-39/90/94,http://www.dot.wisconsin.gov/travel/madison/cameras/cam276.jpg,43.11167,-89.28575,3432,352,260,1,0,
452,I-39/I-90,http://www.dot.wisconsin.gov/travel/madison/cameras/cam241.jpg,42.726389,-88.993056,3435,352,260,1,0,
453,Harrison Blvd. / Wildcat Way / SR-203 @ 42nd St. / Country Hills Dr.,http://www.commuterlink.utah.gov/1_devices/aux326.jpeg,41.18636,-111.949027,3436,320,240,1,0,
457,I-39/I-90,http://www.dot.wisconsin.gov/travel/madison/cameras/cam246.jpg,42.5275,-88.974722,3440,352,260,1,0,
498,I-94,http://www.dot.wisconsin.gov/travel/madison/cameras/cam504.jpg,44.57895,-91.20445,3481,352,260,1,0,
505,I-43,http://www.dot.wisconsin.gov/travel/milwaukee/cameras/cam078.jpg,43.117397,-87.919013,3488,352,260,1,0,
598,East Washington Ave.,http://www.dot.wisconsin.gov/travel/madison/cameras/cam218.jpg,43.116389,-89.324722,3581,352,260,1,0,
612,East Johnson,http://www.dot.wisconsin.gov/travel/madison/cameras/cam229.jpg,43.094167,-89.362222,3595,352,260,1,0,
619,Arlington East,http://www.wyoroad.info/highway/webcameras/I80ArlingtonEast/I80ArlingtonEastW.jpg,41.587455,-106.179183,3602,704,480,1,0,
623,Beaver Rim,http://www.wyoroad.info/highway/webcameras/US287BeaverRim/US287BeaverRimWest.jpg,42.584694,-108.290527,3606,640,480,1,0,
625,Beulah Interchange,http://www.wyoroad.info/highway/webcameras/I90Beulah/I90BeulahWest.jpg,44.542799,-104.081026,3608,800,450,1,0,
629,Buford East,http://www.wyoroad.info/highway/webcameras/I80BufordEast/I80BufordEastW.jpg,41.121022,-105.287,3612,704,480,1,0,
634,Church Butte,http://www.wyoroad.info/highway/webcameras/I80ChurchButte/I80ChurchButteWest.jpg,41.4297997,-110.1205,3617,720,480,1,0,
636,College Dr,http://www.wyoroad.info/highway/webcameras/I80CollegeDrive/I80CollegeDriveWest.jpg,41.589502,-109.247314,3619,704,480,1,0,
638,Continental Divide,http://www.wyoroad.info/highway/webcameras/I80ContinentalDivide/I80ContDivideWest.jpg,41.715858,-107.782559,3621,1280,720,1,0,
641,Cooper Cove East,http://www.wyoroad.info/highway/webcameras/I80CooperCoveEast/I80CooperCoveEastW.jpg,41.5355,-106.077167,3624,800,450,1,0,
642,County Road 402,http://www.wyoroad.info/highway/webcameras/I80CountyRd402/I80CountyRd402West.jpg,41.669615,-106.370879,3625,704,480,1,0,
644,Name of site (any description or direction of cameras),http://www.wyoroad.info/highway/webcameras/I25DeerCreek/I25DeerCreekSouth.jpg,42.834926,-105.855612,3627,1280,720,1,0,
658,Hadsell,http://www.wyoroad.info/highway/webcameras/I80HadsellIntchg/I80HadsellIntchgWest.jpg,41.788222,-107.375019,3641,800,450,1,0,
660,Herrick Lane,http://www.wyoroad.info/highway/webcameras/I80HerrickLn/I80HerrickLnWest.jpg,41.395021,-105.824061,3643,1280,720,1,0,
662,Hoback Rim,http://www.wyoroad.info/highway/webcameras/US191HobackRim/US191HobackRimWest.jpg,43.13061,-110.191844,3645,640,480,1,0,
664,ID State Line,http://www.wyoroad.info/highway/webcameras/WYO22IDStateLine/WYO22IDStateLineWest.jpg,43.543348,-111.045692,3647,800,450,1,0,
674,Lone Tree,http://www.wyoroad.info/highway/webcameras/I80LoneTree/I80LoneTreeWest.jpg,41.128215,-105.339177,3657,1280,720,1,0,
677,MP 353.0,http://www.wyoroad.info/highway/webcameras/I80MM353/I80MM353West.jpg,41.109591,-104.974878,3660,704,480,1,0,
680,Montana Line,http://www.wyoroad.info/highway/webcameras/I90MTStateLine/I90MTStateLineSouth.jpg,44.999762,-107.297966,3663,1280,720,1,0,
684,Pine Bluffs,http://www.wyoroad.info/highway/webcameras/I80PineBluffs/I80PineBluffsWest.jpg,41.172596,-104.083162,3667,1280,720,1,0,
690,Quealy Dome,http://www.wyoroad.info/highway/webcameras/I80QuealyDome/I80QuealyDomeWest.jpg,41.443909,-105.961279,3673,1280,720,1,0,
696,US30 Sage Junction MP 34,http://www.wyoroad.info/highway/webcameras/US30SageJct/US30SageJct.jpg,41.824075,-110.903234,3679,1280,720,1,0,
698,Sinclair,http://www.wyoroad.info/highway/webcameras/I80Sinclair/I80SinclairWest.jpg,41.771608,-107.086581,3681,704,480,1,0,
700,Summit East,http://www.wyoroad.info/highway/webcameras/I80SummitEast/I80SummitEastW.jpg,41.200793,-105.434611,3683,704,480,1,0,
701,Tipton,http://www.wyoroad.info/highway/webcameras/I80Tipton/I80TiptonWest.jpg,41.630102,-108.296616,3684,1280,720,1,0,
702,Twenty Mile Hill,http://www.wyoroad.info/highway/webcameras/I25TwentyMileHill/I25TwentyMileHillSouth.jpg,43.122712,-106.337049,3685,1280,720,1,0,
704,Walcott Junction I80 W, Exit, E,http://www.wyoroad.info/highway/webcameras/I80Walcott/I80WalcottEast.jpg,41.741053,-106.837876,3687,704,480,1,0,
707,Warren Interchange,http://www.wyoroad.info/highway/webcameras/I80Warren/I80WarrenWest.jpg,41.098816,-105.125472,3690,704,480,1,0,
708,Wilson,http://www.wyoroad.info/highway/webcameras/WYO22Wilson/WYO22WilsonWest.jpg,43.499816,-110.8999,3691,640,480,1,0,
768,Southern Pkwy. / SR-7 @ Milepost 5.14,http://www.commuterlink.utah.gov/1_devices/aux15537.jpeg,37.00112,-113.540251,3751,320,240,1,0,
784,025N277 WELLINGTON (RWIS),http://www.cotrip.org/images/ws/camera?imageURL=292,40.682922,-104.999725,3767,704,480,1,0,
798,SR-145 Pioneer Xing @ 2300 W - LHI,http://www.commuterlink.utah.gov/1_devices/aux15347.jpeg,40.376079,-111.886464,3781,320,240,1,0,
803,070W109 CANYON CREEK WB (RWIS),http://www.cotrip.org/images/ws/camera?imageURL=269,39.57394,-107.452286,3786,704,480,1,0,
878,225N004 PARKER RD (RWIS),http://www.cotrip.org/images/ws/camera?imageURL=287,39.658665,-104.842155,3861,704,480,1,0,
879,34 CEDARMONT,http://www.cotrip.org/images/ws/camera?imageURL=124,40.409127,-105.385981,3862,256,192,1,0,
885,US-40 @ MARY JANE,http://www.cotrip.org/images/camera?imageURL=remote/TOCCCTV040E235-MARY-JANE-E.jpg,39.856617,-105.752731,3868,352,240,1,0,
892,050W054 MESA COUNTY LINE SOUTH  (RWIS),http://www.cotrip.org/images/ws/camera?imageURL=176,38.842224,-108.298965,3875,704,480,1,0,
895,085S309 WYOMING BORDER,http://www.cotrip.org/images/ws/camera?imageURL=210,40.99704,-104.773331,3878,704,480,1,0,
902,160 WOLF CREEK PASS,http://www.cotrip.org/images/ws/camera?imageURL=134,37.479796,-106.792737,3885,704,480,1,0,
911,287 VIRGINIA DALE,http://www.cotrip.org/images/ws/camera?imageURL=56,40.951142,-105.345267,3894,704,480,1,0,
918,550N071 SILVERTON  (RWIS),http://www.cotrip.org/images/ws/camera?imageURL=220,37.806019,-107.672295,3901,704,480,1,0,
920,550N089 RED MOUNTAIN (RWIS),http://www.cotrip.org/images/ws/camera?imageURL=228,37.970364,-107.658043,3903,704,480,1,0,
937,082W033 BRUSH CREEK (RWIS),http://www.cotrip.org/images/ws/camera?imageURL=263,39.272118,-106.891586,3920,704,480,1,0,
938,82 ASPEN-CEMETERY LANE,http://www.cotrip.org/images/ws/camera?imageURL=40,39.215383,-106.861695,3921,704,480,1,0,
942,135N027 CRESTED BUTTE,http://www.cotrip.org/images/ws/camera?imageURL=208,38.862385,-106.974884,3925,704,480,1,0,
944,139S034 DOUGLAS PASS (RWIS),http://www.cotrip.org/images/ws/camera?imageURL=153,39.598919,-108.820717,3927,704,480,1,0,
948,145S070 TELLURIDE (RWIS),http://www.cotrip.org/images/ws/camera?imageURL=206,37.943047,-107.881348,3931,704,480,1,0,
953,I-40 Ash Fork Hill @MP 159.0,http://www.az511.com/hcrs/genfiles/Image-000522002-00-00.jpg,35.220276,-112.33528,3936,324,243,1,0,
954,I-40 Pine Springs @MP 163.3,http://www.az511.com/hcrs/genfiles/Image-000522003-00-00.jpg,35.25778,-112.194725,3937,324,243,1,0,
961,SR77 14-Mile Hill @MP 375.5,http://www.az511.com/hcrs/genfiles/Image-000522012-00-00.jpg,34.715,-110.11305,3944,324,243,1,0,
962,I-40 Painted Desert @MP 312.0,http://www.az511.com/hcrs/genfiles/Image-000522013-00-00.jpg,35.063057,-109.77472,3945,324,243,1,0,
967,Statue of Liberty Crown,http://archives.earthcam.com/archives5/ecnetwork/us/ny/sol/crownshot/live2.jpg,40.689092,-74.0446835011,3950,1728,1296,1,0,
968,Airport, camera2, Creve Coeur, MO,http://www.crevecoeurairport.com/cam_2.jpg,38.7239265,-90.5067699169,3951,640,480,1,0,
970,Arlington on US-81 looking north,http://www.safetravelusa.com/sd/camera_images/SDARL/0/latest.jpg,44.3533221,-97.1293955,3953,384,216,1,0,
974,Swakopmund Beach,http://weather.namsearch.com/swkmolecam.jpg,-22.6739883596333,14.5242037073318,3957,1280,720,1,0,
975,Panorama of the fifth Avenue Playa del Carmen,http://webcamsdemexico.net/playacar2/live.jpg?d=1345220863351,20.6535926217896,-87.0521675518843,3958,800,600,1,0,
976,Panorama of Playa del Carmen, Quintana Roo.,http://webcamsdemexico.net/playacar1/live.jpg?d=1345220967277,20.6294027575975,-87.073717014929,3959,800,600,1,0,
977,Latin American Tower north,http://webcamsdemexico.net/mexicodf4/live.jpg?d=1345221556041,19.4326077,-99.133208,3960,800,600,1,0,
978,Panoramic view of the Monument to the Revolution, Mexico City,http://webcamsdemexico.net/mexicodf7/live.jpg?d=1345221728599,19.4362327,-99.1546369,3961,800,600,1,0,
979,Panoramic view of the Angel of Independence and Paseo de la Reforma, Mexico City,http://webcamsdemexico.net/mexicodf6/live.jpg?d=1345221789406,19.4257019,-99.1937203,3962,800,600,1,0,
982,VERACRUZ, VERACRUZ; MÉXICO,http://webcamsdemexico.net/veracruz1/live.jpg?1345222186,19.199715,-96.1387196,3965,800,600,1,0,
983,GUANAJUATO, GUANAJUATO; MÉXICO,http://webcamsdemexico.net/guanajuato1/live.jpg?d=1345222255395,21.018111,-101.25832,3966,800,600,1,0,
985,PÁTZCUARO, MICHOACÁN; MÉXICO,http://webcamsdemexico.net/patzcuaro1/live.jpg?d=1345222400467,19.5163889,-101.6097222,3968,800,600,1,0,
989,ACAPULCO, GUERRERO; MÉXICO,http://webcamsdemexico.net/acapulco1/live.jpg?1345223178,16.863794,-99.881614,3972,800,600,1,0,
990,ACAPULCO, GUERRERO; MÉXICO,http://webcamsdemexico.net/acapulco2/live.jpg?d=1345223213102,16.863794,-99.881614,3973,800,600,1,0,
991,ACAPULCO, GUERRERO; MÉXICO,http://webcamsdemexico.net/acapulco3/live.jpg?d=1345223273755,16.863794,-99.881614,3974,800,600,1,0,
992,COZUMEL, QUINTANA ROO; MÉXICO,http://webcamsdemexico.net/cozumel1/live.jpg?d=1345223469482,20.4310062,-86.9080654,3975,800,600,1,0,
993,Domaine de Balme Autannes ,http://www.compagniedumontblanc.fr/webcam/blm1vuedomaineHD.jpg,46.0088058,6.6829991,3976,1280,960,1,0,
994,Flegere mid-station webcam,http://www.compagniedumontblanc.fr/webcam/Flegere.jpg,45.9449925,6.8878395,3977,640,480,1,0,
996,Peng Chau (overlooking Victoria Harbour), Hong Kong,http://www.hko.gov.hk/wxinfo/aws/hko_mica/pe2/latest_PE2.jpg,22.2838598,114.0412404,3979,720,405,1,0,
997,Sky above Pinneberg,http://webcamimages.webcamgalore.com/pinneberg1.jpg,0.0,0.0,3980,640,480,1,0,
1006,South Mountain (S),http://www.phoenixvis.net/images/photos-main/somt1.jpg,33.451691,-112.102991,3989,800,480,1,0,
1034,Rhodes Tower S/W. (Southwest),http://cmhimg01.dot.state.oh.us/images/CMH/CMH125-L.jpg,39.962951,-82.999467,4017,704,576,1,0,
1054,Ashburnham State Forest,http://phenocam.sr.unh.edu/data/latest/ashburnham.jpg,42.6029,-71.926,4037,1296,960,1,0,
1055,Bartlett Forest IR  NH,http://phenocam.sr.unh.edu/data/latest/bartlettir.jpg,44.0646,-71.2881,4038,1296,960,1,0,
1057,Saskatchewan  Canada,http://phenocam.sr.unh.edu/data/latest/canadaOBS.jpg,53.98717,-105.11779,4040,1296,960,1,0,
1058,Cary Institute of Ecosystem Studies  Millbrook  NY,http://phenocam.sr.unh.edu/data/latest/caryinstitute.jpg,41.7839,-73.7341,4041,1296,960,1,0,
1059,USDA Forest Service Coweeta Hydrological Laboratory near Otto  NC,http://phenocam.sr.unh.edu/data/latest/coweeta.jpg,35.05959,-83.42798,4042,1296,960,1,0,
1060,Harvard Forest  Petersham  MA,http://phenocam.sr.unh.edu/data/latest/harvard.jpg,42.5378,-72.1715,4043,1296,960,1,0,
1061,Harvard Forest  Petersham  MA,http://phenocam.sr.unh.edu/data/latest/harvardbarn.jpg,42.53532,-72.1899,4044,1296,960,1,0,
1063,Harvard Forest  Petersham  MA,http://phenocam.sr.unh.edu/data/latest/harvardblo.jpg,42.5378,-72.1715,4046,1296,976,1,0,
1065,Harvard Forest  Petersham  MA,http://phenocam.sr.unh.edu/data/latest/harvardlph.jpg,42.542,-72.185,4048,1296,960,1,0,
1068,Howland  ME,http://phenocam.sr.unh.edu/data/latest/howland2.jpg,45.2128,-68.7418,4051,1296,960,1,0,
1069,Hubbard Brook  NH,http://phenocam.sr.unh.edu/data/latest/hubbardbrook.jpg,43.943943,-71.701859,4052,1296,960,1,0,
1071,Waimea  Hawaii,http://phenocam.sr.unh.edu/data/latest/kamuela.jpg,20.015008,-155.661326,4054,1296,976,1,0,
1075,University of Missouri  Ashland Wildlife Research Area,http://phenocam.sr.unh.edu/data/latest/missouriozarks.jpg,38.7441,-92.2,4058,1296,960,1,0,
1076,North Attleboro  MA,http://phenocam.sr.unh.edu/data/latest/northattleboroma.jpg,41.98369,-71.31056,4059,1296,960,1,0,
1077,Central Oregon  Metolius intermediate pine/US-Me2,http://phenocam.sr.unh.edu/data/latest/oregonMP.jpg,-40.988880118498,535.27462808584,4060,1296,960,1,0,
1078,Central Oregon  Metolius New Young Pine/US-Me6,http://phenocam.sr.unh.edu/data/latest/oregonYP.jpg,44.32384,-121.605993,4061,1296,960,1,0,
1079,Proctor Maple Research Center  Vermont,http://phenocam.sr.unh.edu/data/latest/proctor.jpg,44.525,-72.866,4062,1296,976,1,0,
1080,Queens Biological Station  Ontario  Canada,http://phenocam.sr.unh.edu/data/latest/queens.jpg,44.565,-76.324,4063,1296,960,1,0,
1084,Springfield  MA,http://phenocam.sr.unh.edu/data/latest/springfieldma.jpg,42.135162,-72.585972,4067,1296,960,1,0,
1085,Amador County  California,http://phenocam.sr.unh.edu/data/latest/tonzi.jpg,38.43091667,-120.9658861,4068,1296,960,1,0,
1088,Turkey Point Carbon Cycle Research Project  Ontario Canada,http://phenocam.sr.unh.edu/data/latest/turkeypointenf39.jpg,42.70977777,-80.35739999,4071,1296,960,1,0,
1091,University of Michigan Biological Rearch Station,http://phenocam.sr.unh.edu/data/latest/umichbiological2.jpg,45.55984,-84.71382,4074,1296,960,1,0,
1095,Agua Tibia East,http://phenocam.sr.unh.edu/data/latest/aguatibiaeast.jpg,33.622,-116.867,4078,1600,1200,1,0,
1096,Yosemite National Park--Half Dome,http://phenocam.sr.unh.edu/data/latest/ahwahnee.jpg,37.721694,-119.647084,4079,1296,960,1,0,
